Site,Date,Yr,Mo,Day,Hr,Min,Sec,Timestep,SampleLength_sec,ACIout,BKdB_low,BKdBA_low,BKdB_bird,BKdBA_bird,avgAMP,L10AMP,Hf,Ht,EI,BioPh,AthPh,SoundScapeI,Bio_anth,AA,AAc,AAdur,AAanth,AAcanth,AAduranth,Rough,ADI_step,Eveness_step,pk,pkd,pks,Hm,HvPres,HvSPL,dif_L10L90,Mamp,NumCL,SP2,CL1dur,CL1pk,CL1Leq,CL2dur,CL2pk,CL2Leq,CL3dur,CL3pk,CL3Leq,CL4dur,CL4pk,CL4Leq,AR
EASTLA1,2014_06_05,2014,6,5,5,0,0,10,600,0.245540752018888,67.3208491712022,43.4968763078715,31.3988315883656,31.0574986188373,0.517894860428537,0.317025862812475,0.86285610966135,0.97796338172721,0.843841678948398,1380.01294049851,5396161.22744905,-0.999488651265813,0.000255739753193195,0.651666666666667,391,2,10.1666666666667,6100,7.79411764705882,1.71547865013774,1.18240958075059,0.719522591645354,10000,7.03078574648034,2.44346820852481,0.123133422029111,0.323205933706524,0.654301689505152,0.396576313478756,21.0336211086531,2,37.0625,47,10000,20.5458309779455,3.27272727272727,1600,25.7296324532692,NaN,NaN,NaN,NaN,NaN,NaN,0.0456198347107438
EASTLA1,2014_06_05,2014,6,5,5,10,0,10,600,0.334757948609611,67.4545593633922,44.0311747366759,31.873926473818,31.7113377197988,0.485389426466115,0.323271606005098,0.886172602602094,0.978505418843459,0.86712469367676,1539.54592091488,5564881.69921355,-0.999446845341696,0.000276653845333756,0.97,582,1.29411764705882,9.78333333333333,5870,11.6428571428571,1.98046595656592,1.55757639524197,0.583046964490263,10000,6.8351418219774,2.38195125266137,0.196261820989283,0.358757325838054,0.737102124562123,0.37465739468613,21.3583527272283,2,21.1785714285714,28.5,10000,20.7873953142028,5.11764705882353,1600,23.8115107071666,NaN,NaN,NaN,NaN,NaN,NaN,0.0809917355371901
EASTLA1,2014_06_05,2014,6,5,5,20,0,10,600,0.211608936819732,67.4498751920025,42.6024852247747,31.1380835740116,30.7341929608593,0.505517701505297,0.308553681573203,0.854016242231771,0.986211356183626,0.842240516454239,1299.59597436168,5558882.818659,-0.999532534770463,0.00023378725847565,0.716666666666667,430,1.25,10.1633333333333,6098,13.875,1.18780280556342,1.27838476817298,0.691472868217054,10000,6.97981485025543,2.42710599601688,0.141170309673052,0.270945497998494,0.587096359509806,0.414686959277004,20.7977082233341,2,26.8636363636364,33.5625,10000,20.2955665896755,4.2,1600,24.0655528404503,NaN,NaN,NaN,NaN,NaN,NaN,0.0654545454545455
EASTLA1,2014_06_05,2014,6,5,5,30,0,10,600,0.21614483628832,68.3899950134363,44.3219743684955,31.3177283260025,30.9952190816448,0.542413274569525,0.348475945329238,0.862081688060835,0.973893243992638,0.839575531772216,1354.48073571189,6902390.1130823,-0.999607609836284,0.000196233581921819,0.585,351,1.85714285714286,10.15,6090,7.27027027027027,1.48022892819979,1.35906223353391,0.659069325735993,10000,7.00689727827202,2.43576134400932,0.132355350721971,0.274382104071079,0.612619591457616,0.372132367147467,20.7179457886782,2,40,70.25,10000,20.24775259924,5.42857142857143,1600,26.425779119259,NaN,NaN,NaN,NaN,NaN,NaN,0.028099173553719
EASTLA1,2014_06_05,2014,6,5,5,40,0,10,600,0.204753587970789,66.3079613733129,42.1605606969825,30.6230605142334,30.013851378578,0.47510559691756,0.307571118063783,0.828619381293401,0.991451906980469,0.821536265744319,1154.26639370494,4273622.3046762,-0.999459964105953,0.000270090876407571,0.243333333333333,146,1,8.18166666666667,4909,12.1071428571429,1.16798564946713,1.41007605477353,0.631659056316591,10000,7.10167110661699,2.46687114830279,0.0820138754886511,0.29898173468286,0.625490331942438,0.372613972881397,20.677003926572,2,59.5,71,10000,20.2176683955238,4.57142857142857,1600,23.4613511852321,NaN,NaN,NaN,NaN,NaN,NaN,0.0846280991735537
EASTLA1,2014_06_05,2014,6,5,5,50,0,10,597,0.139505999213229,54.4384676453197,27.743791370825,30.0209563738662,29.1396017087544,0.417755963179499,0.29898722033165,0.764730056406289,0.999927464209299,0.764674586106975,1009.88647670135,279269.613378905,-0.992793718575767,0.00361617028248314,0.0117252931323283,7,0,5.94137353433836,3547,5.60869565217391,0.850903190914007,0.796311640173813,0.793650793650794,10000,7.125,2.47487373415292,1.43381814091775e-08,0.702112909354006,0.812901833747993,0.273477699798335,20.4869537889446,2,4.62962962962963,2.07766990291262,10000,20.1377332410116,3.75490196078431,10000,19.9888106589328,NaN,NaN,NaN,NaN,NaN,NaN,0.101157024793388
EASTLA1,2014_06_05,2014,6,5,6,0,0,10,600,0.187905040067135,60.4584538879807,35.2543627059698,30.3597815727297,29.6144276185656,0.454903223603792,0.30710111506234,0.800513285768269,0.998219868157821,0.799088266578185,1086.37098349941,1111336.01517111,-0.998046837249914,0.000977536018512039,0.206666666666667,124,1,7.755,4653,6.60714285714286,1.2132301062146,1.20047175137132,0.718637992831541,10000,7.11841586115982,2.47258369135585,0.0475402008496368,0.332337832157966,0.592345921864713,0.331307587389119,20.6341685814076,2,54.1818181818182,71.25,10000,20.1702094133845,4.28571428571429,10000,22.2086585870691,NaN,NaN,NaN,NaN,NaN,NaN,0.12396694214876
EASTLA1,2014_06_05,2014,6,5,6,10,0,10,600,0.190856566428854,65.2535853383019,38.6779014452645,30.4400797624633,29.7718223737445,0.520109865031134,0.316593112896462,0.816640309128251,0.994842860676685,0.812428781277042,1106.64410840112,3352420.856123,-0.999340011907864,0.000330102978085195,0.316666666666667,190,1,10.165,6099,8.04,0.897222744292964,1.07414685499123,0.749707602339182,10000,7.10543322705592,2.46814577954295,0.0715456978366744,0.254244539726803,0.525538299162912,0.367529578887234,20.5676875022802,2,39.3333333333333,42.8461538461538,10000,20.1036972511543,3.58333333333333,1600,22.322882329531,NaN,NaN,NaN,NaN,NaN,NaN,0.0902479338842975
EASTLA1,2014_06_05,2014,6,5,6,20,0,10,600,0.203662455972464,66.5456697942912,42.5211201021702,30.5483423090747,29.9328514679179,0.527573993699923,0.340495472294071,0.827406227164833,0.991722329246372,0.820557230836861,1134.5776676191,4514056.38384265,-0.999497439786139,0.000251343264492694,0.296666666666667,178,1.4,9.51166666666667,5707,9.07142857142857,1.08451513521444,1.25202357635925,0.69912609238452,10000,7.10724440453384,2.46876073000148,0.069048247439054,0.303025378303291,0.599941803106278,0.340444927534996,20.6093946162716,2,39.8666666666667,63.6666666666667,10000,20.147162855117,3.375,1600,23.1038319814279,NaN,NaN,NaN,NaN,NaN,NaN,0.0833057851239669
EASTLA1,2014_06_05,2014,6,5,6,30,0,10,600,0.308641853313548,64.2216789278219,38.4752567376809,31.0043795621469,30.6061290622886,0.470374290195783,0.298997309213124,0.872579825898787,0.981376841567765,0.856329633556302,1260.19559211154,2643430.47677858,-0.999046999631922,0.000476727344706745,0.553333333333333,332,2,8.865,5319,11.2692307692308,1.46226847034339,1.59915164738624,0.523427041499331,10000,7.0621283171627,2.45317993196254,0.192876062975279,0.559033293460731,0.724912504430371,0.366134005997591,20.5381932570044,2,15.1794871794872,21.875,10000,20.0571106799528,3.26086956521739,1600,23.8164041372223,NaN,NaN,NaN,NaN,NaN,NaN,0.0264462809917355
