Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	1.322	1.321538919	4.321538919	3.000	1687.5	10875.0	6843.8	26.6	39.8	71.2	1.322	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	1.322	1413.0	11220.0	background	
2	Spectrogram 1	1	38.307	38.307114943	38.631665825	0.325	4968.8	6187.5	5625.0	27.6	42.6	54.2	38.307	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	38.307	4909.1	6333.3	AMPI	
3	Spectrogram 1	1	44.824	44.824083689	44.927663758	0.104	5156.2	5718.8	5437.5	27.8	37.0	46.0	44.824	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	44.824	5090.9	5787.9	AMPI	
4	Spectrogram 1	1	52.794	52.793773302	53.235714929	0.442	5531.2	6375.0	6000.0	29.5	43.5	56.5	52.794	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	52.794	5393.9	6545.5	AMPI	fledgling?
5	Spectrogram 1	1	53.782	53.782361655	53.928845993	0.146	5156.2	6093.8	5718.8	27.0	40.8	48.7	53.782	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	53.782	5151.5	6151.5	AMPI	
6	Spectrogram 1	1	54.544	54.544080213	54.758923909	0.215	4875.0	6000.0	5531.2	27.9	42.1	52.4	54.544	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	54.544	4787.9	6181.8	AMPI	
7	Spectrogram 1	1	56.131	56.131309591	56.207268308	0.076	5062.5	6000.0	5531.2	32.0	45.7	51.9	56.131	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	56.131	4878.8	6212.1	AMPI	
8	Spectrogram 1	1	57.215	57.215447645	57.298311700	0.083	5062.5	5812.5	5437.5	31.0	45.4	51.2	57.215	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	57.215	4848.5	6090.9	AMPI	
9	Spectrogram 1	1	58.155	58.154573602	58.416976443	0.262	4687.5	6093.8	5343.8	27.2	42.8	53.7	58.155	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	58.155	4515.2	6212.1	AMPI	
10	Spectrogram 1	1	59.609	59.608630828	59.857222993	0.249	4968.8	6000.0	5531.2	28.1	42.4	52.9	59.609	/Users/mary/Desktop/listens_20180309/completed_listens/file5e575b4dcc9f.wav	file5e575b4dcc9f.wav	59.609	4787.9	6090.9	AMPI	
