Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	0.000	0.000000000	2.983105982	2.983	4312.5	5437.5	4875.0	30.7	47.1	66.6	0.000	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	0.000	4242.9	5614.3	AMPI	
2	Spectrogram 1	1	3.165	3.165002688	4.341268054	1.176	2906.2	5531.2	4593.8	35.9	57.5	71.8	3.165	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	3.165	2614.3	5828.6	WCSP	song
3	Spectrogram 1	1	13.342	13.342222248	14.885666981	1.543	3000.0	5531.2	4593.8	35.2	58.8	72.5	13.342	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	13.342	2742.9	6214.3	WCSP	song
4	Spectrogram 1	1	20.339	20.339171705	21.951213982	1.612	3093.8	5531.2	4500.0	38.3	60.8	76.0	20.339	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	20.339	2828.6	6471.4	WCSP	song
5	Spectrogram 1	1	29.977	29.977126594	31.966455361	1.989	3093.8	5625.0	4406.2	37.1	61.4	75.5	29.977	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	29.977	2871.4	6342.9	WCSP	song
6	Spectrogram 1	1	38.449	38.448923240	40.506849550	2.058	3093.8	5531.2	4406.2	38.5	61.8	77.0	38.449	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	38.449	2742.9	6257.1	WCSP	song
7	Spectrogram 1	1	18.491	18.491305046	20.031363826	1.540	2437.5	5062.5	3281.2	31.5	47.1	68.2	18.491	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	18.491	2357.1	5485.7	AMPI	
8	Spectrogram 1	1	48.394	48.393951534	50.164412808	1.770	3093.8	5531.2	4593.8	39.1	61.9	76.9	48.394	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	48.394	2785.7	6171.4	WCSP	song
9	Spectrogram 1	1	60.011	60.011087837	61.442008592	1.431	3000.0	5531.2	4500.0	37.0	59.8	74.1	60.011	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	60.011	2571.4	6128.6	WCSP	song
10	Spectrogram 1	1	68.618	68.617835976	70.367073340	1.749	2906.2	5531.2	4500.0	38.2	61.2	76.3	68.618	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	68.618	2485.7	6171.4	WCSP	AMPI_backgroundsogn
11	Spectrogram 1	1	78.167	78.167476249	79.608024666	1.441	3093.8	5531.2	4593.8	38.8	61.8	75.8	78.167	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	78.167	2785.7	6257.1	WCSP	song
12	Spectrogram 1	1	79.642	79.642323438	82.420523958	2.778	2625.0	4406.2	3281.2	31.5	47.0	69.0	79.642	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	79.642	2614.3	4671.4	AMPI	
13	Spectrogram 1	1	86.802	86.801661338	88.756691333	1.955	3000.0	5625.0	4593.8	39.8	63.1	78.5	86.802	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	86.802	2528.6	6342.9	WCSP	song
14	Spectrogram 1	1	98.103	98.103106661	99.886642797	1.784	3093.8	5625.0	4687.5	39.7	61.9	78.1	98.103	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	98.103	2614.3	6385.7	WCSP	
15	Spectrogram 1	1	100.573	100.572706282	107.483908809	6.911	1500.0	10500.0	3093.8	30.3	47.1	78.6	100.573	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	100.573	1413.0	11220.0	background	1413-11220
16	Spectrogram 1	1	108.713	108.712502337	110.616084175	1.904	3093.8	5531.2	4593.8	40.0	63.0	78.7	108.713	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	108.713	2528.6	6385.7	WCSP	song
17	Spectrogram 1	1	118.453	118.453353542	119.808155030	1.355	3093.8	5531.2	4781.2	40.0	62.1	77.4	118.453	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	118.453	2528.6	6557.1	WCSP	song
18	Spectrogram 1	1	126.472	126.471902609	128.924264796	2.452	3000.0	5625.0	4687.5	39.9	62.6	79.8	126.472	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	126.472	2400.0	6342.9	WCSP	song
19	Spectrogram 1	1	136.033	136.032616247	138.313484574	2.281	3000.0	5625.0	4500.0	39.4	62.0	78.9	136.033	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	136.033	2528.6	6428.6	WCSP	song
20	Spectrogram 1	1	138.554	138.553575977	141.057386322	2.504	2906.2	5531.2	3843.8	30.6	47.3	69.3	138.554	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	138.554	2828.6	5785.7	AMPI	
21	Spectrogram 1	1	145.266	145.266422429	147.770232773	2.504	2906.2	5625.0	4593.8	39.1	62.1	79.4	145.266	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	145.266	2271.4	6514.3	WCSP	song
22	Spectrogram 1	1	148.473	148.473357596	148.884942858	0.412	2906.2	4968.8	3750.0	33.2	49.1	63.3	148.473	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	148.473	2785.7	5271.4	GCRF	
23	Spectrogram 1	1	156.581	156.580995232	156.923982951	0.343	3375.0	4687.5	3750.0	32.2	46.6	59.3	156.581	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	156.581	3342.9	4800.0	GCRF	
24	Spectrogram 1	1	158.313	158.313083210	162.034499956	3.721	3562.5	6375.0	4593.8	28.4	39.9	69.0	158.313	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	158.313	3471.4	6642.9	background	WCSP_freq
25	Spectrogram 1	1	197.486	197.486141981	197.863428471	0.377	2812.5	4312.5	3656.2	33.7	50.0	62.2	197.486	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	197.486	2700.0	4542.9	GCRF	
26	Spectrogram 1	1	201.295	201.295346456	201.604035403	0.309	2718.8	4031.2	3375.0	32.7	44.4	59.3	201.295	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	201.295	2700.0	4157.1	GCRF	
27	Spectrogram 1	1	210.347	210.347417026	210.844749218	0.497	2718.8	5437.5	3562.5	33.6	49.7	65.9	210.347	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	210.347	2571.4	5957.1	PIKA	
28	Spectrogram 1	1	213.876	213.876019156	227.835619297	13.960	2250.0	3937.5	2906.2	33.2	50.6	77.3	213.876	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	213.876	2228.6	4114.3	PIKA	alarm
29	Spectrogram 1	1	230.893	230.892921720	231.441702070	0.549	2812.5	4125.0	3375.0	32.8	42.4	61.9	230.893	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	230.893	2785.7	4285.7	PIKA	
30	Spectrogram 1	1	241.298	241.297822070	241.709407333	0.412	2343.8	4031.2	3093.8	33.2	44.9	62.3	241.298	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	241.298	2271.4	4285.7	PIKA	
31	Spectrogram 1	1	285.303	285.303282815	285.509075446	0.206	2718.8	9937.5	6093.8	36.6	56.8	68.9	285.303	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	285.303	2400.0	10714.3	DEJU	*
32	Spectrogram 1	1	283.705	283.705055803	283.927997820	0.223	6281.2	6937.5	6562.5	33.5	54.7	57.1	283.705	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	283.705	6085.7	7114.3	WCSP	*
33	Spectrogram 1	1	290.714	290.713821559	292.548805853	1.835	2531.2	5437.5	3562.5	31.0	47.9	68.9	290.714	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	290.714	2442.9	5871.4	UNK	call_bout
34	Spectrogram 1	1	292.583	292.583104624	298.105206892	5.522	4312.5	5343.8	4875.0	31.0	49.5	69.3	292.583	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	292.583	4242.9	5442.9	AMPI	bout
35	Spectrogram 1	1	308.840	308.839500408	311.703447858	2.864	4218.8	5250.0	4781.2	29.3	42.9	64.8	308.840	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	308.840	4157.1	5400.0	AMPI	
36	Spectrogram 1	1	351.499	351.498799613	351.944683647	0.446	2437.5	5437.5	3468.8	42.7	67.6	76.3	351.499	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	351.499	1800.0	7071.4	PIKA	
37	Spectrogram 1	1	354.646	354.646254089	356.223997594	1.578	2906.2	5906.2	4031.2	30.7	48.4	68.1	354.646	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	354.646	2785.7	6257.1	WCSP	song
38	Spectrogram 1	1	363.085	363.084888300	364.765528121	1.681	3093.8	5625.0	4593.8	32.5	52.6	69.8	363.085	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	363.085	3000.0	6128.6	WCSP	song
39	Spectrogram 1	1	370.112	370.111581941	372.015163778	1.904	2812.5	5531.2	4687.5	34.4	56.7	72.8	370.112	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	370.112	2571.4	6257.1	WCSP	song
40	Spectrogram 1	1	367.190	367.189939050	368.458993608	1.269	3750.0	4875.0	4218.8	30.1	41.7	62.0	367.190	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	367.190	3728.6	4928.6	DEJU	*
41	Spectrogram 1	1	379.666	379.666192120	381.604072730	1.938	3000.0	5531.2	4312.5	33.7	55.4	71.7	379.666	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	379.666	2742.9	6085.7	WCSP	song
42	Spectrogram 1	1	389.317	389.316592343	389.522384974	0.206	5718.8	6937.5	6187.5	29.0	45.8	54.0	389.317	/Users/mary/Desktop/listens_20180309/file5e57158a3d5f.wav	file5e57158a3d5f.wav	389.317	5614.3	7114.3	WCSP	call
