Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	4.957	4.957050616	5.848344476	0.891	2437.5	3468.8	3000.0	27.0	42.5	57.0	4.957	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	4.957	2400.0	3498.3	ROWR	
2	Spectrogram 1	1	8.609	8.609195875	11.609195875	3.000	2250.0	11062.5	8531.2	27.9	40.9	72.5	8.609	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	8.609	1413.0	11220.0	background	
3	Spectrogram 1	1	84.433	84.432895147	84.699676983	0.267	2718.8	4500.0	3468.8	26.6	41.4	54.0	84.433	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	84.433	2603.4	4637.3	ROWR	
4	Spectrogram 1	1	93.446	93.446483246	94.283208095	0.837	2250.0	3937.5	2906.2	27.3	41.1	59.4	93.446	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	93.446	2155.9	4108.5	ROWR	
5	Spectrogram 1	1	97.485	97.484706625	98.539707521	1.055	2437.5	3375.0	2906.2	26.2	39.9	56.6	97.485	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	97.485	2400.0	3416.9	ROWR	
6	Spectrogram 1	1	123.045	123.045400361	123.136348714	0.091	1218.8	3843.8	2906.2	27.7	41.5	51.7	123.045	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	123.045	1139.0	3945.8	GCRF	
7	Spectrogram 1	1	123.300	123.300055750	123.421320221	0.121	1593.8	4406.2	3000.0	28.6	42.5	54.8	123.300	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	123.300	1220.3	4637.3	GCRF	
8	Spectrogram 1	1	126.736	126.735904806	126.851106053	0.115	937.5	4406.2	2812.5	28.3	41.9	55.0	126.736	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	126.736	732.2	4718.6	GCRF	
9	Spectrogram 1	1	127.003	127.002686641	127.123951112	0.121	1500.0	4781.2	3093.8	28.7	44.8	55.4	127.003	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	127.003	1139.0	5125.4	GCRF	
10	Spectrogram 1	1	128.428	128.427544173	128.585187985	0.158	1218.8	4687.5	3187.5	29.3	46.6	57.4	128.428	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	128.428	894.9	5044.1	GCRF	
11	Spectrogram 1	1	152.246	152.246445197	152.343456774	0.097	2062.5	6093.8	3843.8	30.3	47.0	56.9	152.246	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	152.246	1708.5	6427.1	YRWA	
12	Spectrogram 1	1	194.272	194.271809942	194.635603354	0.364	2156.2	6187.5	3937.5	30.6	49.1	63.5	194.272	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	194.272	1464.4	6793.2	PIKA	
13	Spectrogram 1	1	339.004	339.004149040	342.004149040	3.000	2250.0	11062.5	8625.0	27.8	41.3	72.5	339.004	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	339.004	1413.0	11220.0	background	
14	Spectrogram 1	1	544.046	544.046346421	544.907324164	0.861	1968.8	3562.5	2812.5	26.1	38.0	58.2	544.046	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	544.046	1830.5	3661.0	ROWR	
15	Spectrogram 1	1	557.033	557.032984395	557.408904254	0.376	2531.2	3843.8	3093.8	26.9	39.5	54.7	557.033	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	557.033	2359.3	3986.4	ROWR	
16	Spectrogram 1	1	572.444	572.443676661	573.965545770	1.522	1968.8	3656.2	2906.2	26.2	39.5	61.0	572.444	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	572.444	1830.5	3783.1	ROWR	
17	Spectrogram 1	1	582.438	582.438066648	583.402119191	0.964	2250.0	3656.2	3000.0	27.6	42.7	59.5	582.438	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	582.438	2155.9	3701.7	ROWR	*
18	Spectrogram 1	1	594.838	594.838198241	595.195928430	0.358	2343.8	4312.5	3281.2	26.5	37.4	55.6	594.838	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5742e1f516.wav	file5e5742e1f516.wav	594.838	2237.3	4474.6	PIKA	
