Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	1.389	1.388976223	4.388976223	3.000	1500.0	10687.5	4312.5	28.9	46.5	73.6	1.389	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	1.389	1413.0	11220.0	background	
2	Spectrogram 1	1	8.654	8.654239270	10.000274896	1.346	2906.2	4875.0	3750.0	28.4	44.1	63.2	8.654	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	8.654	2778.5	5033.6	WCSP	song
3	Spectrogram 1	1	12.817	12.817105036	13.156645554	0.340	6656.2	7968.8	7218.8	60.4	85.1	95.8	12.817	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	12.817	1530.2	11798.7	AMRO	fledgling
4	Spectrogram 1	1	26.698	26.697675874	27.546527170	0.849	2906.2	4312.5	3656.2	27.8	39.1	59.1	26.698	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	26.698	2899.3	4429.5	WCSP	song
5	Spectrogram 1	1	42.969	42.969204241	44.739665515	1.770	3000.0	4781.2	3750.0	28.3	43.3	64.0	42.969	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	42.969	2818.8	4953.0	WCSP	song
6	Spectrogram 1	1	61.524	61.524066815	63.161137171	1.637	3187.5	4781.2	3843.8	28.4	43.0	63.3	61.524	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	61.524	3060.4	4912.8	WCSP	song
7	Spectrogram 1	1	74.394	74.393719034	74.514983505	0.121	6000.0	7031.2	6281.2	32.9	47.7	55.6	74.394	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	74.394	5758.4	7248.3	WCSP	female
8	Spectrogram 1	1	78.629	78.628771680	78.786415492	0.158	5906.2	6750.0	6281.2	29.3	46.0	51.9	78.629	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	78.629	5798.7	6845.6	WCSP	female
9	Spectrogram 1	1	82.088	82.088280064	83.119028065	1.031	3468.8	4781.2	4125.0	27.4	36.7	59.0	82.088	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	82.088	3422.8	4832.2	WCSP	song
10	Spectrogram 1	1	86.965	86.964750847	88.019751742	1.055	3187.5	4500.0	3937.5	27.5	40.0	59.5	86.965	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	86.965	3181.2	4671.1	WCSP	song
11	Spectrogram 1	1	94.729	94.728718712	94.898488971	0.170	6093.8	7312.5	6375.0	31.7	49.3	55.8	94.729	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	94.729	5959.7	7409.4	WCSP	female
12	Spectrogram 1	1	96.123	96.123260126	96.377915515	0.255	6187.5	7125.0	6562.5	29.6	44.5	54.4	96.123	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	96.123	6040.3	7248.3	WCSP	female
14	Spectrogram 1	1	93.994	93.994231988	95.607049450	1.613	2343.8	4968.8	3375.0	27.8	47.4	64.6	93.994	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5724eaf09.wav	file5e5724eaf09.wav	93.994	2200.0	5080.0	MOCH	
