Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	22.698	22.697823297	23.182881180	0.485	4125.0	4875.0	4500.0	32.4	40.6	58.6	22.698	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	22.698	4089.2	4968.2	WCSP	song first note
2	Spectrogram 1	1	25.143	25.142902890	26.214739510	1.072	3656.2	5812.5	4500.0	33.3	46.7	67.7	25.143	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	25.143	3554.1	6076.4	UNK1	DEJU/ROWR 
3	Spectrogram 1	1	28.221	28.221217663	29.353077134	1.132	5531.2	6750.0	6093.8	30.4	43.5	62.1	28.221	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	28.221	5503.2	6802.5	UNK1	DEJU? ROWR?
4	Spectrogram 1	1	29.696	29.696064853	30.313442746	0.617	4125.0	4968.8	4500.0	31.6	41.7	59.2	29.696	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	29.696	4089.2	5006.4	WCSP	song first note
5	Spectrogram 1	1	36.115	36.114871614	36.560755648	0.446	4218.8	4781.2	4500.0	35.4	45.5	60.6	36.115	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	36.115	4127.4	4968.2	WCSP	song first note
6	Spectrogram 1	1	45.629	45.629063542	46.117821041	0.489	4031.2	4875.0	4500.0	32.6	42.5	59.3	45.629	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	45.629	4012.7	4968.2	WCSP	song first note
7	Spectrogram 1	1	57.879	57.879260913	58.016456000	0.137	6843.8	7687.5	7218.8	33.3	44.5	55.5	57.879	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	57.879	6726.1	7949.0	UNK2	very high call
8	Spectrogram 1	1	65.269	65.269235474	65.740843587	0.472	4125.0	5062.5	4593.8	33.0	43.5	60.3	65.269	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	65.269	4089.2	5159.2	WCSP	song first note
9	Spectrogram 1	1	79.617	79.617275999	79.985987796	0.369	3562.5	4406.2	3937.5	33.8	43.7	59.2	79.617	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	79.617	3515.9	4433.1	WCSP	song first note
10	Spectrogram 1	1	81.478	81.477984372	82.935682175	1.458	2531.2	6468.8	4312.5	31.5	51.4	69.7	81.478	/Users/mary/Desktop/listens_20180309/file5e57507cd442.wav	file5e57507cd442.wav	81.478	2407.6	6993.6	WCSP	song
