Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	7.239	7.239059135	7.615733147	0.377	2625.0	3750.0	3093.8	41.1	53.3	68.0	7.239	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	7.239	2531.6	3873.4	PIKA	
2	Spectrogram 1	1	15.526	15.525671926	15.745398433	0.220	2531.2	3562.5	3000.0	41.2	53.7	65.4	15.526	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	15.526	2506.3	3746.8	PIKA	
3	Spectrogram 1	1	16.298	16.297853651	16.618026562	0.320	2625.0	3375.0	3000.0	40.7	54.4	65.5	16.298	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	16.298	2582.3	3544.3	PIKA	
4	Spectrogram 1	1	17.139	17.139092279	17.321151385	0.182	2625.0	3281.2	3000.0	39.8	48.2	61.1	17.139	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	17.139	2557.0	3367.1	PIKA	
5	Spectrogram 1	1	18.824	18.824120622	19.037569229	0.213	2625.0	3281.2	3000.0	41.4	53.6	63.4	18.824	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	18.824	2531.6	3341.8	PIKA	 
6	Spectrogram 1	1	19.697	19.696748750	19.947864758	0.251	2437.5	3187.5	2812.5	40.4	51.7	63.6	19.697	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	19.697	2379.7	3265.8	PIKA	
7	Spectrogram 1	1	20.613	20.613322180	20.920939290	0.308	2531.2	3468.8	2906.2	40.3	50.7	65.7	20.613	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	20.613	2506.3	3594.9	PIKA	
8	Spectrogram 1	1	23.953	23.952886415	24.273059325	0.320	2625.0	3281.2	3000.0	42.6	54.5	66.9	23.953	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	23.953	2607.6	3417.7	PIKA	
9	Spectrogram 1	1	28.930	28.930258641	31.930258641	3.000	1500.0	8062.5	2250.0	36.5	54.8	81.2	28.930	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	28.930	1413.0	11220.0	background	very noisy
10	Spectrogram 1	1	40.536	40.536175599	40.661733603	0.126	5906.2	7218.8	6562.5	31.4	47.4	54.5	40.536	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5749a0c59a.wav	file5e5749a0c59a.wav	40.536	5746.8	7367.1	UNK1	
