Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	1.875	1.874999528	4.874999528	3.000	1968.8	10968.8	7781.2	26.9	39.6	71.6	1.875	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	1.875	1413.0	11220.0	background	
2	Spectrogram 1	1	19.954	19.954123413	20.762609448	0.808	2437.5	5343.8	3937.5	27.8	45.4	62.1	19.954	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	19.954	2181.8	5535.4	PIKA	
3	Spectrogram 1	1	26.952	26.952269385	27.674746267	0.722	3281.2	4500.0	4031.2	26.7	41.8	56.8	26.952	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	26.952	3232.3	4606.1	PIKA	
4	Spectrogram 1	1	36.473	36.472993739	37.247076113	0.774	3468.8	4875.0	4125.0	26.6	40.3	57.5	36.473	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	36.473	3393.9	5050.5	PIKA	
5	Spectrogram 1	1	44.799	44.798679715	45.624367580	0.826	3375.0	5343.8	4125.0	27.3	44.2	60.2	44.799	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	44.799	3272.7	5535.4	PIKA	
6	Spectrogram 1	1	50.508	50.508291071	51.247969784	0.740	2625.0	4406.2	3656.2	27.1	42.1	58.9	50.508	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	50.508	2505.1	4565.7	PIKA	
7	Spectrogram 1	1	61.712	61.711507232	62.141552995	0.430	3093.8	4406.2	3937.5	27.2	43.0	55.5	61.712	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	61.712	2909.1	4525.3	PIKA	
8	Spectrogram 1	1	119.495	119.494955074	121.705390297	2.210	2625.0	4781.2	3562.5	28.2	45.3	65.9	119.495	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	119.495	2424.2	4969.7	FOSP	
24	Spectrogram 1	1	167.102	167.101680273	167.394111392	0.292	4031.2	5437.5	4968.8	27.3	42.4	54.2	167.102	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	167.102	3878.8	5616.2	ROWR	
23	Spectrogram 1	1	167.850	167.849959901	167.996175461	0.146	4125.0	5343.8	4875.0	32.6	49.8	56.6	167.850	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	167.850	3798.0	5494.9	WCSP	
9	Spectrogram 1	1	168.419	168.418576708	169.700113082	1.282	1687.5	4968.8	3656.2	28.3	45.1	65.2	168.419	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	168.419	1454.5	5292.9	CLNU	
10	Spectrogram 1	1	169.786	169.786122235	170.697819253	0.912	4500.0	5531.2	5062.5	36.0	57.7	68.5	169.786	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	169.786	3959.6	5939.4	ROWR	
11	Spectrogram 1	1	171.070	171.069539016	172.187658000	1.118	2625.0	4593.8	3750.0	29.8	44.9	64.3	171.070	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	171.070	2343.4	4848.5	UNK1	rptd rattle
12	Spectrogram 1	1	171.130	171.129745423	171.387772881	0.258	4875.0	5437.5	5156.2	34.0	47.5	58.7	171.130	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	171.130	4686.9	5737.4	ROWR	
15	Spectrogram 1	1	172.801	172.800563093	173.127397873	0.327	3656.2	5718.8	4968.8	27.0	42.5	55.8	172.801	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	172.801	3474.7	5818.2	ROWR	
14	Spectrogram 1	1	174.125	174.125104044	174.374530587	0.249	4500.0	5250.0	4968.8	31.8	43.0	55.5	174.125	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	174.125	4363.6	5252.5	ROWR	
13	Spectrogram 1	1	174.925	174.924989164	175.260424859	0.335	3656.2	5625.0	4781.2	29.2	47.2	58.3	174.925	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	174.925	3434.3	5858.6	ROWR	
17	Spectrogram 1	1	177.266	177.266194962	177.395208691	0.129	4687.5	5812.5	5250.0	34.4	54.2	57.7	177.266	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	177.266	4484.8	6181.8	WCSP	
16	Spectrogram 1	1	178.574	178.573534082	178.951974353	0.378	3750.0	5531.2	4781.2	26.7	38.0	55.6	178.574	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	178.574	3636.4	5656.6	ROWR	
18	Spectrogram 1	1	180.324	180.324424372	180.419034440	0.095	4218.8	5156.2	4781.2	30.2	42.3	51.2	180.324	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	180.324	4040.4	5373.7	WCSP	
19	Spectrogram 1	1	181.391	181.390937865	181.743575390	0.353	4312.5	5343.8	4968.8	31.1	48.4	58.8	181.391	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	181.391	3959.6	5656.6	ROWR	
21	Spectrogram 1	1	182.882	182.881528775	183.019143419	0.138	4125.0	5531.2	4875.0	27.6	40.0	51.5	182.882	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	182.882	4000.0	5737.4	ROWR	
20	Spectrogram 1	1	183.902	183.902405122	184.255042648	0.353	4031.2	5718.8	4875.0	29.7	46.0	58.5	183.902	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	183.902	3838.4	5939.4	ROWR	
22	Spectrogram 1	1	186.209	186.208637647	186.621481580	0.413	1593.8	6000.0	4031.2	30.9	51.4	64.4	186.209	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	186.209	1171.7	6585.9	PIKA	
25	Spectrogram 1	1	194.311	194.311120927	195.053096319	0.742	4218.8	6468.8	5343.8	26.1	43.3	58.9	194.311	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	194.311	4080.8	6626.3	MOCH	*
26	Spectrogram 1	1	195.723	195.723454950	196.088360881	0.365	4406.2	6562.5	5250.0	27.0	43.4	56.4	195.723	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	195.723	4282.8	6707.1	MOCH	*
27	Spectrogram 1	1	199.681	199.681047102	199.784437116	0.103	4218.8	5812.5	4875.0	27.8	42.2	50.6	199.681	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	199.681	4040.4	5939.4	ROWR	
28	Spectrogram 1	1	200.643	200.642518643	200.922279856	0.280	4500.0	6000.0	5250.0	28.3	45.9	55.3	200.643	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	200.643	4404.0	6141.4	ROWR	
29	Spectrogram 1	1	202.150	202.149614519	202.508438684	0.359	4125.0	5812.5	5062.5	28.9	49.0	57.8	202.150	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	202.150	3878.8	6060.6	ROWR	
30	Spectrogram 1	1	203.025	203.025388752	203.280822903	0.255	4125.0	6000.0	5156.2	27.5	43.3	55.1	203.025	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	203.025	3878.8	6141.4	ROWR	
31	Spectrogram 1	1	203.737	203.736955316	204.004552999	0.268	3750.0	5531.2	4968.8	30.1	47.4	58.3	203.737	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	203.737	3393.9	5818.2	ROWR	
32	Spectrogram 1	1	204.970	204.970305155	205.085858699	0.116	3937.5	5343.8	4781.2	30.9	44.4	54.3	204.970	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	204.970	3717.2	5535.4	ROWR	
33	Spectrogram 1	1	206.138	206.138004132	206.204903553	0.067	4406.2	5250.0	5062.5	33.8	48.8	53.4	206.138	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	206.138	4040.4	5414.1	RPWR	
34	Spectrogram 1	1	206.880	206.880419844	207.336552258	0.456	4031.2	5343.8	4875.0	33.0	55.6	63.0	206.880	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	206.880	3596.0	5899.0	ROWR	
35	Spectrogram 1	1	207.860	207.860094350	208.158100860	0.298	3843.8	5625.0	4687.5	28.8	45.8	57.0	207.860	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	207.860	3596.0	5899.0	ROWR	
36	Spectrogram 1	1	209.243	209.242805155	209.577302258	0.334	3937.5	6000.0	4781.2	29.1	48.7	58.5	209.243	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577e0c9e3a.wav	file5e577e0c9e3a.wav	209.243	3717.2	6343.4	ROWR	
