Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	0.000	0.000000000	1.080873936	1.081	3000.0	6093.8	4031.2	36.2	55.5	72.5	0.000	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	0.000	2955.5	6908.0	WCSP	song
2	Spectrogram 1	1	1.783	1.783314733	1.877636356	0.094	5343.8	7687.5	6281.2	35.1	51.5	59.6	1.783	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	1.783	5092.0	8047.5	AMPI	call
3	Spectrogram 1	1	2.709	2.709381573	2.983771748	0.274	5250.0	6656.2	5906.2	33.4	49.4	59.8	2.709	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	2.709	5198.8	6801.2	AMPI	
4	Spectrogram 1	1	6.017	6.016643412	6.462527446	0.446	5250.0	7781.2	6187.5	31.8	48.5	62.9	6.017	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	6.017	5092.0	7976.3	WCSP	call
5	Spectrogram 1	1	7.355	7.355218459	7.655332713	0.300	3750.0	4406.2	4125.0	43.0	58.8	67.5	7.355	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	7.355	3596.4	4522.3	UNK2	legit
6	Spectrogram 1	1	11.647	11.647426133	13.448111655	1.801	3093.8	3843.8	3468.8	39.5	53.6	71.3	11.647	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	11.647	3062.3	3881.3	AMPI	
7	Spectrogram 1	1	8.581	8.581499114	9.413244331	0.832	3187.5	3937.5	3562.5	38.7	51.8	67.1	8.581	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	8.581	3169.1	3988.1	AMPI	
8	Spectrogram 1	1	10.273	10.273070431	11.413504595	1.140	3187.5	5156.2	4031.2	39.7	56.5	73.8	10.273	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	10.273	3169.1	5412.5	WCSP	song with other noise
9	Spectrogram 1	1	9.381	9.381302363	12.202376347	2.821	3937.5	6281.2	4968.8	35.9	55.3	74.9	9.381	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	9.381	3845.7	6658.8	AMPI	
10	Spectrogram 1	1	14.279	14.278530644	14.407151038	0.129	5718.8	7687.5	6656.2	30.9	43.4	55.5	14.279	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	14.279	5554.9	7833.8	AMPI	
11	Spectrogram 1	1	13.781	13.781198452	13.781198452	0.000	6281.2	6281.2	6281.2	32.7	32.7	29.7	13.781	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	13.781	6302.7	6302.7	AMPI	downsloping call
12	Spectrogram 1	1	11.749	11.749441180	11.895210960	0.146	6187.5	8062.5	7218.8	33.2	48.2	58.3	11.749	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	11.749	6160.2	8368.0	AMPI	downsloping call
13	Spectrogram 1	1	18.855	18.855433947	21.873725869	3.018	4406.2	5250.0	4875.0	34.7	47.7	69.6	18.855	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	18.855	4344.2	5376.9	AMPI	
14	Spectrogram 1	1	21.857	21.856576483	23.074182884	1.218	3000.0	5250.0	4406.2	39.0	57.8	74.5	21.857	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57396f8953.wav	file5e57396f8953.wav	21.857	2848.7	5732.9	WCSP	song
