Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	11.295	11.295100222	19.383848347	8.089	2812.5	6375.0	3937.5	24.7	47.9	70.2	11.295	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	11.295	2666.7	7111.1	AMPI	
2	Spectrogram 1	1	28.096	28.096490738	31.988820663	3.892	3468.8	6750.0	4687.5	24.6	46.8	66.5	28.096	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	28.096	3353.5	7313.1	AMPI	
3	Spectrogram 1	1	39.086	39.085573808	41.420971763	2.335	4593.8	6656.2	5531.2	24.8	48.6	62.7	39.086	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	39.086	4363.6	6989.9	AMPI	
4	Spectrogram 1	1	41.372	41.372317639	44.474018047	3.102	3656.2	5906.2	4218.8	25.4	46.5	64.7	41.372	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	41.372	3555.6	6262.6	AMPI	
5	Spectrogram 1	1	44.438	44.437527454	46.225566514	1.788	5156.2	6843.8	5812.5	22.1	42.6	57.5	44.438	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	44.438	5050.5	6989.9	AMPI	
6	Spectrogram 1	1	57.574	57.574377267	59.094818644	1.520	4593.8	5906.2	5437.5	24.7	45.6	58.0	57.574	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	57.574	4565.7	5979.8	AMPI	
7	Spectrogram 1	1	59.083	59.082655113	63.011475631	3.929	3750.0	5718.8	4218.8	27.1	48.0	66.9	59.083	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	59.083	3596.0	6020.2	AMPI	
8	Spectrogram 1	1	63.084	63.084456817	66.076685447	2.992	3375.0	6000.0	4218.8	24.1	45.5	63.9	63.084	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	63.084	3232.3	6383.8	AMPI	
9	Spectrogram 1	1	82.616	82.615787935	91.495165576	8.879	3468.8	5625.0	4125.0	26.6	48.7	70.7	82.616	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	82.616	3272.7	6141.4	AMPI	
10	Spectrogram 1	1	103.338	103.337691838	111.365622308	8.028	3750.0	5718.8	4125.0	27.7	50.6	70.9	103.338	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	103.338	3636.4	6222.2	AMPI	
11	Spectrogram 1	1	120.240	120.239907354	127.586680087	7.347	3656.2	6562.5	4031.2	25.5	49.9	69.9	120.240	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	120.240	3474.7	7272.7	AMPI	
12	Spectrogram 1	1	131.378	131.378470433	134.893730897	3.515	6187.5	7125.0	6656.2	21.1	38.7	57.1	131.378	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	131.378	6101.0	7272.7	AMPI	*fledglings
13	Spectrogram 1	1	138.753	138.752600904	146.500770160	7.748	3750.0	5718.8	4125.0	28.6	52.9	72.1	138.753	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	138.753	3393.9	6303.0	AMPI	
14	Spectrogram 1	1	151.946	151.945820987	154.945820987	3.000	1500.0	8906.2	2250.0	24.8	43.1	69.5	151.946	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	151.946	1413.0	11220.0	background	
16	Spectrogram 1	1	165.357	165.356849425	182.730579197	17.374	2812.5	6000.0	3843.8	28.5	57.4	76.9	165.357	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	165.357	2585.9	6585.9	AMPI	
18	Spectrogram 1	1	194.292	194.291903541	197.715067816	3.423	3562.5	6281.2	4125.0	23.2	43.2	63.6	194.292	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	194.292	3434.3	6585.9	AMPI	
19	Spectrogram 1	1	336.113	336.113056151	336.271182054	0.158	2625.0	5625.0	3750.0	26.2	40.7	53.4	336.113	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	336.113	2464.6	5899.0	BRBL	*
20	Spectrogram 1	1	389.191	389.191046906	389.361336340	0.170	2343.8	4031.2	2906.2	28.1	38.9	53.8	389.191	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	389.191	2262.6	4444.4	PIKA	
21	Spectrogram 1	1	417.063	417.062708042	420.062708042	3.000	1500.0	9187.5	2156.2	24.4	44.8	69.0	417.063	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	417.063	1413.0	11220.0	background	
22	Spectrogram 1	1	460.806	460.805806841	462.253267032	1.447	3375.0	5906.2	4312.5	23.9	40.0	60.1	460.806	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	460.806	3313.1	6222.2	WCSP	song
23	Spectrogram 1	1	469.901	469.901421105	471.178591861	1.277	3281.2	6000.0	4125.0	23.1	38.1	59.1	469.901	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	469.901	3232.3	6343.4	WCSP	song
24	Spectrogram 1	1	488.074	488.073787124	489.557737908	1.484	3000.0	5250.0	3750.0	24.1	37.8	59.9	488.074	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	488.074	2989.9	5494.9	WCSP	song
25	Spectrogram 1	1	497.396	497.395536698	498.575399206	1.180	3375.0	5437.5	4125.0	22.7	35.9	56.9	497.396	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	497.396	3313.1	5616.2	WCSP	song
26	Spectrogram 1	1	552.336	552.336152504	553.540342074	1.204	2718.8	4875.0	3468.8	24.5	39.0	59.5	552.336	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	552.336	2626.3	5252.5	WCSP	song
27	Spectrogram 1	1	561.688	561.687707829	563.244639799	1.557	2625.0	4500.0	3468.8	26.0	41.9	61.2	561.688	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	561.688	2545.5	4767.7	WCSP	song
28	Spectrogram 1	1	574.246	574.246239297	575.657208895	1.411	2718.8	4875.0	3562.5	25.1	39.4	60.6	574.246	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	574.246	2707.1	5171.7	WCSP	song
29	Spectrogram 1	1	585.793	585.793373167	587.046216861	1.253	2812.5	4500.0	3562.5	25.3	40.1	59.2	585.793	/Users/mary/Desktop/listens_20180309/completed_listens/file5e577ca66b7e.wav	file5e577ca66b7e.wav	585.793	2787.9	4767.7	WCSP	song
