Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	3.729	3.729257983	6.729257983	3.000	1875.0	10968.8	7593.8	27.0	40.6	71.6	3.729	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	3.729	1413.0	11220.0	background	
2	Spectrogram 1	1	21.816	21.816321661	24.816321661	3.000	1875.0	10968.8	7687.5	26.9	39.2	71.6	21.816	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	21.816	1413.0	11220.0	background	
3	Spectrogram 1	1	137.166	137.165864076	137.371656707	0.206	1406.2	4406.2	3375.0	28.7	42.6	57.3	137.166	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	137.166	1273.3	4746.0	GCRF	bark
4	Spectrogram 1	1	139.421	139.421008325	139.592502184	0.171	1593.8	4312.5	3375.0	31.7	46.8	59.5	139.421	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	139.421	1273.3	4746.0	GCRF	bark
5	Spectrogram 1	1	140.742	140.741511041	140.938728979	0.197	1687.5	4593.8	3187.5	36.3	55.0	66.3	140.742	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	140.742	1041.8	6135.0	GCRF	bark
6	Spectrogram 1	1	143.485	143.485412788	143.656906648	0.171	1406.2	4031.2	3093.8	29.8	42.9	57.1	143.485	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	143.485	1273.3	4321.5	GCRF	bark
7	Spectrogram 1	1	144.995	144.994558750	145.114604451	0.120	2625.0	4031.2	3468.8	27.6	38.7	50.6	144.995	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	144.995	2469.5	4205.8	GCRF	bark
8	Spectrogram 1	1	148.778	148.778046744	149.086735690	0.309	5343.8	7031.2	6093.8	26.9	41.3	54.7	148.778	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	148.778	5247.6	7138.3	AMPI	dbl call
9	Spectrogram 1	1	153.748	153.748042138	154.039581699	0.292	5062.5	6468.8	5812.5	27.2	39.6	54.1	153.748	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	153.748	4900.3	6636.7	AMPI	dbl call
10	Spectrogram 1	1	171.449	171.449465999	171.698132095	0.249	2250.0	8812.5	4312.5	39.3	61.9	73.3	171.449	/Users/mary/Desktop/listens_20180309/file5e5795bc993.wav	file5e5795bc993.wav	171.449	810.3	10881.0	PIKA	
