Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	9.722	9.722469560	10.136789835	0.414	2250.0	3562.5	3093.8	29.1	48.0	57.3	9.722	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	9.722	2090.9	3666.7	GCRF	
2	Spectrogram 1	1	11.131	11.131158496	12.001231074	0.870	1968.8	3843.8	2812.5	27.8	42.7	60.3	11.131	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	11.131	1909.1	3939.4	GCRF	
3	Spectrogram 1	1	21.334	21.334301159	21.513839945	0.180	5250.0	6187.5	5718.8	27.8	40.7	50.4	21.334	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	21.334	5212.1	6242.4	UNK1	whit call-- legit unk
4	Spectrogram 1	1	122.909	122.909230225	124.235055106	1.326	2625.0	3843.8	3187.5	26.8	38.8	59.2	122.909	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	122.909	2575.8	3848.5	ROWR	
5	Spectrogram 1	1	181.099	181.098612802	182.534923089	1.436	2625.0	4031.2	3375.0	26.8	40.8	60.4	181.099	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	181.099	2575.8	4151.5	ROWR	
6	Spectrogram 1	1	191.263	191.263360779	191.401467537	0.138	4875.0	5531.2	5062.5	27.1	37.9	47.3	191.263	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	191.263	4848.5	5545.5	UNK1	whit call-- legit unk
7	Spectrogram 1	1	387.000	387.000000000	390.000000000	3.000	9093.8	11156.2	10218.8	28.2	38.3	66.5	387.000	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	387.000	8913.0	11220.0	band10000	8913-11220
9	Spectrogram 1	1	227.447	227.446849175	227.695441340	0.249	2718.8	3187.5	2906.2	27.3	39.7	48.7	227.447	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	227.447	2636.4	3212.1	UNK2	too quiet
10	Spectrogram 1	1	331.142	331.141802126	332.288088221	1.146	2531.2	3750.0	3187.5	26.8	40.4	58.9	331.142	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	331.142	2484.8	3909.1	ROWR	
11	Spectrogram 1	1	336.917	336.916714109	338.132053583	1.215	2531.2	3937.5	3187.5	28.4	43.5	61.5	336.917	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	336.917	2363.6	4060.6	ROWR	
12	Spectrogram 1	1	350.181	350.180664410	351.278613139	1.098	2812.5	3375.0	3093.8	33.3	49.5	63.4	350.181	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	350.181	2666.7	3575.8	ROWR	
13	Spectrogram 1	1	522.342	522.342202912	523.074168731	0.732	2156.2	3187.5	2625.0	27.7	38.1	57.2	522.342	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	522.342	2121.2	3333.3	ROWR	*same as 11
14	Spectrogram 1	1	526.655	526.655372549	527.559971817	0.905	1968.8	3187.5	2531.2	27.5	37.6	58.6	526.655	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573add7cce.wav	file5e573add7cce.wav	526.655	1909.1	3303.0	ROWR	*same as 11
