Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	4.479	4.479248149	4.933706876	0.454	5156.2	7593.8	6375.0	27.7	41.1	58.7	4.479	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	4.479	5056.6	7735.8	UNK1	MOCH? WCSP fledge?
2	Spectrogram 1	1	37.526	37.526184075	40.526184075	3.000	1687.5	10968.8	7218.8	27.0	40.0	71.6	37.526	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	37.526	1413.0	11220.0	background	
3	Spectrogram 1	1	59.096	59.096171951	59.250516424	0.154	562.5	2062.5	1031.2	35.2	50.1	60.8	59.096	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	59.096	528.3	2905.7	geophony	water drop
4	Spectrogram 1	1	61.600	61.599982296	62.045866330	0.446	468.8	1406.2	843.8	41.3	62.0	70.1	61.600	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	61.600	415.1	2113.2	geophony	water drop
5	Spectrogram 1	1	62.878	62.877611547	63.014806634	0.137	750.0	3187.5	1312.5	32.7	46.9	58.6	62.878	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	62.878	679.2	3547.2	geophony	water drop
6	Spectrogram 1	1	64.267	64.266711807	64.421056280	0.154	187.5	843.8	375.0	43.0	55.1	66.5	64.267	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	64.267	150.9	1622.6	geophony	water drop
7	Spectrogram 1	1	64.893	64.892664393	65.132755796	0.240	281.2	562.5	468.8	53.2	73.2	79.3	64.893	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	64.893	150.9	1849.1	geophony	water drop
8	Spectrogram 1	1	69.703	69.702854422	70.817564507	1.115	2531.2	4125.0	3468.8	27.7	46.3	60.9	69.703	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	69.703	2377.4	4226.4	ROWR	
9	Spectrogram 1	1	77.545	77.544992579	78.556806349	1.012	2625.0	3843.8	3187.5	28.5	45.4	60.3	77.545	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	77.545	2452.8	4000.0	ROWR	
10	Spectrogram 1	1	83.991	83.990599639	84.385035515	0.394	3843.8	5625.0	4875.0	28.3	41.2	57.6	83.991	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	83.991	3584.9	5735.8	ROWR	*
11	Spectrogram 1	1	85.829	85.828632360	87.260606085	1.432	2718.8	4968.8	3656.2	26.8	41.5	62.4	85.829	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	85.829	2566.0	5132.1	ROWR	
12	Spectrogram 1	1	90.804	90.803701788	90.923747490	0.120	8250.0	9000.0	8531.2	42.6	60.4	66.0	90.804	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	90.804	7584.9	9358.5	WCSP	*
13	Spectrogram 1	1	88.082	88.082129201	88.382243455	0.300	3187.5	8812.5	7218.8	41.0	58.7	74.2	88.082	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	88.082	2348.1	9285.8	WCSP	**super agitated?
14	Spectrogram 1	1	88.691	88.690932402	88.922449112	0.232	5718.8	12000.0	9562.5	42.4	62.0	75.7	88.691	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	88.691	3682.3	12968.1	WCSP	*super agitated?
15	Spectrogram 1	1	91.941	91.940664422	92.558042315	0.617	2718.8	3468.8	3187.5	31.8	51.3	60.3	91.941	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	91.941	2561.6	3682.3	MARMOT	
16	Spectrogram 1	1	92.635	92.635214552	92.823857797	0.189	6281.2	11906.2	8343.8	44.0	64.6	76.3	92.635	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	92.635	3789.0	12808.0	WCSP	*super agitated?
17	Spectrogram 1	1	96.327	96.327118986	97.193162976	0.866	2531.2	3656.2	3093.8	28.1	44.4	59.0	96.327	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	96.327	2401.5	3842.4	MARMOT	
18	Spectrogram 1	1	99.423	99.422583146	100.005662267	0.583	2437.5	3937.5	3187.5	30.2	50.7	60.6	99.423	/Users/mary/Desktop/listens_20180309/file5e57323a043c.wav	file5e57323a043c.wav	99.423	2294.8	4162.6	MARMOT	
