Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	2.037	2.037480183	2.470655297	0.433	1593.8	2625.0	1781.2	38.9	52.9	67.6	2.037	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	2.037	1423.7	3101.7	CLNU	
2	Spectrogram 1	1	5.026	5.025760680	5.345933591	0.320	1593.8	2062.5	1781.2	38.5	48.8	61.0	5.026	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	5.026	1550.8	2135.6	CLNU	
3	Spectrogram 1	1	5.148	5.147725523	6.139633755	0.992	3281.2	4125.0	3656.2	28.0	37.3	57.7	5.148	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	5.148	3279.7	4169.5	UNK1	rptd calls
4	Spectrogram 1	1	10.164	10.163909262	10.628473877	0.465	1781.2	2906.2	2250.0	34.5	45.3	62.6	10.164	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	10.164	1779.7	3101.7	CLNU	
5	Spectrogram 1	1	20.172	20.172137605	21.025932033	0.854	1593.8	2812.5	1875.0	35.4	49.4	66.7	20.172	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	20.172	1525.4	3101.7	CLNU	
6	Spectrogram 1	1	14.156	14.156037351	15.254669887	1.099	2906.2	4968.8	3656.2	27.5	38.3	61.4	14.156	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	14.156	2898.3	5084.7	UNK2	MOCH?
7	Spectrogram 1	1	16.774	16.773921736	17.087816746	0.314	3468.8	4593.8	3937.5	27.0	36.8	52.8	16.774	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	16.774	3406.8	4627.1	UNK2	
8	Spectrogram 1	1	18.246	18.246324548	18.660665961	0.414	3843.8	4781.2	4218.8	27.2	39.0	53.5	18.246	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	18.246	3813.6	4805.1	UNK2	
9	Spectrogram 1	1	24.225	24.225231931	27.225231931	3.000	1500.0	10781.2	3281.2	29.5	46.8	74.2	24.225	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	24.225	1413.0	11220.0	background	
10	Spectrogram 1	1	27.769	27.769058830	28.729577562	0.961	3000.0	4218.8	3468.8	27.9	40.8	59.2	27.769	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	27.769	2974.6	4398.3	UNK2	who knows
11	Spectrogram 1	1	33.670	33.670285022	34.141127537	0.471	3937.5	4500.0	4125.0	28.5	38.7	53.4	33.670	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	33.670	3889.8	4500.0	WCSP	*song first note
12	Spectrogram 1	1	38.053	38.053411364	39.227378702	1.174	2812.5	4968.8	3656.2	27.9	40.2	62.3	38.053	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57767c161.wav	file5e57767c161.wav	38.053	2720.3	5110.2	WCSP	*HETH
