Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	0.723	0.723488420	2.611394399	1.888	3000.0	5156.2	4031.2	33.6	50.1	70.3	0.723	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	0.723	2878.8	5393.9	WCSP	song
2	Spectrogram 1	1	8.412	8.412414589	9.922739372	1.510	3093.8	4968.8	4031.2	34.0	50.5	69.3	8.412	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	8.412	2939.4	5212.1	WCSP	song
3	Spectrogram 1	1	16.594	16.593837582	18.533231906	1.939	3093.8	5062.5	4031.2	32.8	47.2	69.3	16.594	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	16.594	2939.4	5333.3	WCSP	song
4	Spectrogram 1	1	23.734	23.733554739	25.878902442	2.145	2812.5	5062.5	4031.2	33.7	52.6	71.2	23.734	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	23.734	2697.0	5272.7	WCSP	song
5	Spectrogram 1	1	31.808	31.807971760	33.713040521	1.905	2906.2	4875.0	3937.5	33.9	47.9	70.4	31.808	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	31.808	2727.3	5151.5	WCSP	song
6	Spectrogram 1	1	39.874	39.873582006	41.383906789	1.510	3093.8	5437.5	4125.0	34.1	50.1	70.3	39.874	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	39.874	2909.1	5666.7	WCSP	song
7	Spectrogram 1	1	46.965	46.965218083	48.638589292	1.673	2718.8	5156.2	3937.5	33.3	52.0	70.1	46.965	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	46.965	2606.1	5515.2	WCSP	song
8	Spectrogram 1	1	55.016	55.016488043	56.973045148	1.957	2906.2	5625.0	4125.0	33.1	49.7	71.0	55.016	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	55.016	2757.6	5969.7	WCSP	song
9	Spectrogram 1	1	63.442	63.442420653	64.515094504	1.073	2906.2	5343.8	4031.2	33.1	47.8	68.0	63.442	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	63.442	2787.9	5666.7	WCSP	song
10	Spectrogram 1	1	64.558	64.558001458	66.205628495	1.648	2531.2	5531.2	3937.5	34.8	52.5	72.5	64.558	/Users/mary/Desktop/listens_20180309/completed_listens/file5e573e414e7d.wav	file5e573e414e7d.wav	64.558	2424.2	5969.7	WCSP	song
