Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	19.926	19.926381846	22.311983924	2.386	5625.0	7125.0	6468.8	30.1	45.2	66.8	19.926	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	19.926	5401.3	7317.1	AMPI	*fledgling jjjt
2	Spectrogram 1	1	34.170	34.169681239	34.671913255	0.502	5812.5	7125.0	6468.8	27.6	41.3	56.1	34.170	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	34.170	5747.2	7184.0	AMPI	
3	Spectrogram 1	1	35.563	35.563375084	35.751712090	0.188	6000.0	7031.2	6468.8	28.0	41.4	51.9	35.563	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	35.563	5853.7	7130.8	AMPI	
4	Spectrogram 1	1	36.693	36.693397121	37.095182734	0.402	5718.8	7218.8	6468.8	28.6	44.0	57.1	36.693	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	36.693	5614.2	7343.7	AMPI	
5	Spectrogram 1	1	43.202	43.202026122	45.135619385	1.934	3375.0	4031.2	3750.0	26.4	38.4	58.0	43.202	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	43.202	3352.5	4097.6	AMPI	
6	Spectrogram 1	1	45.922	45.922363597	46.211147006	0.289	5812.5	7218.8	6468.8	27.3	40.5	53.9	45.922	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	45.922	5667.4	7263.9	AMPI	*high call maybe also AMPI?
7	Spectrogram 1	1	47.477	47.476606783	47.840724995	0.364	5812.5	6937.5	6375.0	27.5	42.8	54.3	47.477	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	47.477	5694.0	6944.6	AMPI	
8	Spectrogram 1	1	48.971	48.970747031	49.472979048	0.502	5812.5	7125.0	6375.0	27.8	41.2	56.8	48.971	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	48.971	5640.8	7237.3	AMPI	
9	Spectrogram 1	1	50.800	50.800434974	51.365445993	0.565	4968.8	7218.8	6187.5	26.9	43.6	58.5	50.800	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	50.800	4869.2	7317.1	AMPI	
10	Spectrogram 1	1	51.570	51.569515015	52.021523829	0.452	5718.8	7125.0	6468.8	27.3	40.5	56.1	51.570	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	51.570	5614.2	7290.5	AMPI	
11	Spectrogram 1	1	52.474	52.473532644	52.799983455	0.326	6000.0	7125.0	6562.5	27.6	39.8	53.6	52.474	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	52.474	5933.5	7130.8	AMPI	
12	Spectrogram 1	1	53.064	53.063655263	53.427773475	0.364	5531.2	7125.0	6375.0	26.9	38.0	55.0	53.064	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	53.064	5427.9	7157.4	AMPI	
13	Spectrogram 1	1	54.244	54.243900502	54.482460709	0.239	6375.0	7218.8	6843.8	28.1	41.8	51.7	54.244	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	54.244	6332.6	7263.9	AMPI	
14	Spectrogram 1	1	55.047	55.047471728	55.574815345	0.527	5718.8	7125.0	6375.0	27.2	43.1	56.4	55.047	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	55.047	5614.2	7184.0	AMPI	
15	Spectrogram 1	1	55.989	55.989156758	56.315607569	0.326	5718.8	7031.2	6375.0	28.8	43.0	56.0	55.989	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	55.989	5614.2	7130.8	AMPI	
16	Spectrogram 1	1	56.943	56.943397589	57.257292600	0.314	5718.8	6750.0	6281.2	26.9	38.2	52.4	56.943	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	56.943	5640.8	6838.1	AMPI	
17	Spectrogram 1	1	58.732	58.732419309	59.083981720	0.352	5906.2	7031.2	6468.8	27.6	42.0	54.3	58.732	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	58.732	5747.2	7077.6	AMPI	
18	Spectrogram 1	1	57.552	57.552174070	57.966515484	0.414	5812.5	7125.0	6468.8	27.5	41.0	55.4	57.552	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	57.552	5640.8	7157.4	AMPI	
19	Spectrogram 1	1	63.961	63.961219967	64.551342586	0.590	6281.2	7218.8	6750.0	30.9	48.6	59.5	63.961	/Users/mary/Desktop/listens_20180309/completed_listens/file5e574f733402.wav	file5e574f733402.wav	63.961	6146.3	7370.3	AMPI	
