Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	9.436	9.435864665	11.412475539	1.977	2531.2	5437.5	3843.8	32.4	51.8	70.6	9.436	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	9.436	2353.7	5749.2	WCSP	song
2	Spectrogram 1	1	28.256	28.256277711	29.439585340	1.183	2906.2	5437.5	3937.5	35.4	55.5	71.3	28.256	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	28.256	2623.8	5903.5	WCSP	song
3	Spectrogram 1	1	34.851	34.851273996	38.812782144	3.962	3000.0	4968.8	3937.5	31.6	49.8	71.2	34.851	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	34.851	2893.9	5209.0	GCRF	
4	Spectrogram 1	1	39.344	39.344413108	39.704550212	0.360	2906.2	5531.2	3375.0	34.7	52.5	65.6	39.344	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	39.344	2701.0	6135.0	PIKA	
5	Spectrogram 1	1	40.022	40.021813852	41.993993233	1.972	3093.8	4781.2	3937.5	32.4	47.3	68.0	40.022	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	40.022	3048.2	4900.3	GCRF	
6	Spectrogram 1	1	42.140	42.139763013	44.154815859	2.015	2906.2	5156.2	4031.2	38.7	60.9	77.4	42.140	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	42.140	2353.7	6057.9	WCSP	song
7	Spectrogram 1	1	45.211	45.211409994	47.509427707	2.298	3093.8	4500.0	3843.8	31.8	44.2	67.4	45.211	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	45.211	3009.6	4630.2	GCRF	
8	Spectrogram 1	1	49.171	49.170796970	50.345529906	1.175	3093.8	4406.2	3750.0	31.5	45.8	63.6	49.171	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	49.171	3048.2	4437.3	GCRF	
9	Spectrogram 1	1	59.708	59.708113544	60.865697094	1.158	3000.0	4687.5	3937.5	32.2	48.5	65.8	59.708	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	59.708	2816.7	4861.7	WCSP	song
10	Spectrogram 1	1	62.913	62.912561397	64.584626525	1.672	3281.2	4500.0	3843.8	30.8	43.4	64.2	62.913	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	62.913	3241.2	4553.1	GCRF	
11	Spectrogram 1	1	67.236	67.235733722	71.325862265	4.090	3093.8	4500.0	3750.0	30.6	43.9	68.8	67.236	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	67.236	3086.8	4668.8	GCRF	
12	Spectrogram 1	1	74.216	74.215696573	75.450452359	1.235	2812.5	4781.2	3843.8	32.0	47.0	66.6	74.216	/Users/mary/Desktop/listens_20180309/file5e5731881079.wav	file5e5731881079.wav	74.216	2662.4	5054.7	WCSP	song
