Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	2.976	2.975638641	4.177427054	1.202	3000.0	4406.2	3750.0	29.6	46.6	62.7	2.976	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	2.976	2841.4	4515.3	WCSP	song first note
2	Spectrogram 1	1	1.578	1.578350695	2.916709645	1.338	2812.5	3937.5	3281.2	29.3	41.7	61.7	1.578	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	1.578	2806.8	4067.8	UNK1	legit
4	Spectrogram 1	1	0.016	0.015716611	0.476521600	0.461	2437.5	3562.5	2906.2	30.0	41.5	57.9	0.016	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	0.016	2359.3	3701.7	UNK1	legit
5	Spectrogram 1	1	10.421	10.420913111	10.515234734	0.094	2812.5	3187.5	3093.8	40.1	53.6	60.0	10.421	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	10.421	2502.4	3480.4	MARMOT	
6	Spectrogram 1	1	11.218	11.218359557	11.527048503	0.309	3187.5	4031.2	3656.2	28.8	37.2	53.4	11.218	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	11.218	3164.0	4113.2	WCSP	song first note
7	Spectrogram 1	1	12.276	12.275644866	13.874825103	1.599	2625.0	5531.2	3937.5	29.6	48.4	67.0	12.276	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	12.276	2531.2	5867.8	WCSP	song
8	Spectrogram 1	1	14.584	14.583923287	14.678244909	0.094	2906.2	3187.5	3093.8	42.0	54.8	61.5	14.584	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	14.584	2560.0	3537.9	MARMOT	
9	Spectrogram 1	1	15.171	15.171289755	15.874414578	0.703	2531.2	3750.0	3093.8	30.4	41.2	60.3	15.171	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	15.171	2531.2	3911.9	UNK1	legit
10	Spectrogram 1	1	22.141	22.140931456	23.773451463	1.633	2906.2	5531.2	4031.2	28.4	44.5	65.2	22.141	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	22.141	2905.1	5724.0	WCSP	song
11	Spectrogram 1	1	20.161	20.161390513	21.834840210	1.673	2250.0	3375.0	2718.8	30.4	41.4	63.8	20.161	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	20.161	2243.6	3509.2	ROWR	
12	Spectrogram 1	1	25.495	25.495409176	27.023341508	1.528	3187.5	4312.5	3750.0	29.4	44.6	62.4	25.495	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	25.495	3106.5	4429.6	AMPI	
13	Spectrogram 1	1	28.443	28.442965761	29.067477786	0.625	2625.0	3937.5	3187.5	29.0	41.7	58.7	28.443	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	28.443	2560.0	4113.2	HETH	song
15	Spectrogram 1	1	23.157	23.157375281	23.660622835	0.503	2437.5	3843.8	3000.0	30.6	43.6	59.9	23.157	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	23.157	2358.6	4055.7	HETH	song
18	Spectrogram 1	1	26.119	26.118775367	26.537137791	0.418	1312.5	2718.8	1781.2	36.2	46.5	64.9	26.119	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	26.119	1265.6	3020.2	CLNU	
19	Spectrogram 1	1	30.487	30.487457928	31.566711718	1.079	3000.0	4781.2	3937.5	29.6	45.9	63.2	30.487	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	30.487	2905.1	5004.9	WCSP	song partial
20	Spectrogram 1	1	33.131	33.131023392	34.828725983	1.698	2718.8	5812.5	4031.2	31.5	54.1	69.7	33.131	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	33.131	2531.2	6356.8	WCSP	song
21	Spectrogram 1	1	32.227	32.226876364	32.354204058	0.127	2812.5	4031.2	3281.2	32.0	48.3	54.8	32.227	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	32.227	2675.0	4170.7	GCRF	
22	Spectrogram 1	1	36.790	36.789582079	37.783950739	0.994	3187.5	4125.0	3562.5	28.2	41.4	58.3	36.790	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	36.790	3135.2	4199.5	AMPI	
23	Spectrogram 1	1	40.386	40.385570778	41.840744427	1.455	2625.0	4781.2	3750.0	29.5	46.2	65.3	40.386	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	40.386	2502.4	5119.9	WCSP	song
24	Spectrogram 1	1	45.529	45.529431858	47.160438990	1.631	2906.2	6375.0	4125.0	29.5	52.7	67.7	45.529	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	45.529	2732.5	6759.5	WCSP	song
25	Spectrogram 1	1	47.100	47.099806755	48.300325016	1.201	3000.0	4593.8	3937.5	30.7	51.0	64.4	47.100	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	47.100	2876.4	4861.1	WCSP	song
26	Spectrogram 1	1	55.754	55.754404559	56.954922820	1.201	2812.5	4875.0	3750.0	29.9	48.4	64.6	55.754	/Users/mary/Desktop/listens_20180309/completed_listens/file5e5731915382.wav	file5e5731915382.wav	55.754	2675.0	5148.7	WCSP	song
