Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	3.244	3.243806132	4.255931376	1.012	2906.2	3656.2	3281.2	26.2	38.5	55.5	3.244	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	3.244	2879.0	3745.2	ROWR	
2	Spectrogram 1	1	8.871	8.871248048	9.519363336	0.648	2250.0	4687.5	3281.2	27.4	44.5	60.1	8.871	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	8.871	1987.3	4968.2	PIKA	
3	Spectrogram 1	1	13.131	13.130754428	14.276054046	1.145	2812.5	3750.0	3281.2	26.3	40.9	57.0	13.131	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	13.131	2802.5	3796.2	ROWR	
4	Spectrogram 1	1	20.806	20.805658091	22.226184749	1.421	2625.0	3656.2	3093.8	27.0	40.1	59.7	20.806	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	20.806	2445.9	3821.7	ROWR	
5	Spectrogram 1	1	27.654	27.654204417	28.000457790	0.346	2343.8	4781.2	3281.2	29.7	47.1	60.1	27.654	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	27.654	2012.7	5248.4	PIKA	
6	Spectrogram 1	1	31.160	31.159728095	32.278392838	1.119	2906.2	3750.0	3281.2	26.0	39.4	56.2	31.160	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	31.160	2879.0	3796.2	ROWR	
7	Spectrogram 1	1	36.451	36.451189896	37.108183475	0.657	2343.8	6375.0	4312.5	28.1	45.2	63.0	36.451	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	36.451	1987.3	6675.2	PIKA	
8	Spectrogram 1	1	36.909	36.909396807	37.575268678	0.666	3093.8	3750.0	3375.0	26.5	38.7	53.5	36.909	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	36.909	3082.8	3770.7	ROWR	
9	Spectrogram 1	1	45.317	45.317138964	46.586734664	1.270	2906.2	3843.8	3375.0	26.3	39.0	57.5	45.317	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	45.317	2904.5	3923.6	ROWR	
10	Spectrogram 1	1	57.600	57.599766633	58.931510375	1.332	2531.2	3843.8	3187.5	26.3	37.9	59.0	57.600	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	57.600	2522.3	3872.6	ROWR	
11	Spectrogram 1	1	81.590	81.590078930	84.590078930	3.000	1968.8	10968.8	7312.5	26.5	37.7	71.1	81.590	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	81.590	1413.0	11220.0	background	
12	Spectrogram 1	1	87.024	87.023593396	88.390850304	1.367	2625.0	3937.5	3281.2	26.2	39.1	59.0	87.024	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	87.024	2624.2	3974.5	ROWR	
13	Spectrogram 1	1	95.447	95.446956381	96.698795499	1.252	2625.0	3656.2	3187.5	26.4	39.0	57.9	95.447	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	95.447	2598.7	3745.2	ROWR	
14	Spectrogram 1	1	179.253	179.253065926	179.510536382	0.257	468.8	2625.0	1031.2	30.6	49.5	58.6	179.253	/Users/mary/Desktop/listens_20180309/file5e5763622e9b.wav	file5e5763622e9b.wav	179.253	382.2	2904.5	geophony	water drop
