Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	24.484	24.484265763	25.226453076	0.742	3281.2	5531.2	4312.5	26.8	41.2	59.5	24.484	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	24.484	3121.2	5666.7	ROWR	
2	Spectrogram 1	1	62.334	62.333683995	63.742372931	1.409	2906.2	5250.0	3937.5	26.0	39.7	61.7	62.334	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	62.334	2787.9	5363.6	WAVI	
3	Spectrogram 1	1	67.054	67.053817489	68.393453045	1.340	2625.0	4875.0	3562.5	27.0	43.0	62.3	67.054	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	67.054	2454.5	5030.3	WAVI	
4	Spectrogram 1	1	70.171	70.171077088	71.193067100	1.022	3000.0	3843.8	3375.0	26.5	40.0	56.3	70.171	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	70.171	2939.4	3909.1	UNK1	too faint
5	Spectrogram 1	1	71.939	71.938843596	72.781294822	0.842	2718.8	4031.2	3281.2	26.2	40.7	57.0	71.939	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	71.939	2697.0	4121.2	UNK1	
7	Spectrogram 1	1	75.106	75.105901301	75.810245769	0.704	2437.5	3656.2	3000.0	26.8	39.8	56.7	75.106	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	75.106	2363.6	3818.2	UNK1	
6	Spectrogram 1	1	79.108	79.107675683	80.599228674	1.492	2625.0	5062.5	3750.0	26.4	42.3	62.5	79.108	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	79.108	2515.2	5212.1	WAVI	
8	Spectrogram 1	1	84.488	84.488446227	85.386140157	0.898	2625.0	4406.2	3375.0	26.4	40.2	59.1	84.488	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	84.488	2515.2	4575.8	WAVI	*
9	Spectrogram 1	1	108.127	108.126524567	108.292252677	0.166	5250.0	6093.8	5625.0	29.9	41.2	52.6	108.127	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	108.127	5151.5	6212.1	FOSP	
10	Spectrogram 1	1	112.058	112.057924048	112.223652158	0.166	5437.5	6375.0	5906.2	28.8	40.4	51.8	112.058	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	112.058	5303.0	6484.8	FOSP	tink
11	Spectrogram 1	1	117.075	117.075489718	117.255028504	0.180	5343.8	6093.8	5625.0	28.1	40.0	50.0	117.075	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	117.075	5303.0	6151.5	FOSP	
12	Spectrogram 1	1	122.654	122.654480029	122.847829490	0.193	5343.8	6093.8	5625.0	29.6	43.1	52.5	122.654	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	122.654	5242.4	6212.1	FOSP	
13	Spectrogram 1	1	124.781	124.781324108	126.065716961	1.284	2531.2	4781.2	3750.0	28.0	48.9	63.4	124.781	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	124.781	2333.3	4969.7	WAVI	
14	Spectrogram 1	1	132.493	132.493164738	133.901853674	1.409	2625.0	5250.0	3656.2	28.2	48.9	64.6	132.493	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	132.493	2424.2	5515.2	WAVI	
15	Spectrogram 1	1	134.892	134.892043386	135.016339469	0.124	6281.2	6937.5	6562.5	27.6	39.7	47.7	134.892	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	134.892	6242.4	7060.6	FOSP	
16	Spectrogram 1	1	144.141	144.141184515	145.356523989	1.215	2812.5	4687.5	3562.5	30.4	53.5	65.1	144.141	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	144.141	2575.8	4969.7	WAVI	*
17	Spectrogram 1	1	147.381	147.381326808	150.157272652	2.776	1781.2	10875.0	6937.5	26.4	37.5	70.7	147.381	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	147.381	1413.0	11220.0	background	1413-11220
18	Spectrogram 1	1	213.143	213.143075842	213.557396117	0.414	2062.5	5625.0	3656.2	27.4	44.6	59.6	213.143	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	213.143	1848.5	5818.2	PIKA	
19	Spectrogram 1	1	229.745	229.744669253	230.034693446	0.290	6187.5	8343.8	7125.0	27.5	42.0	56.1	229.745	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	229.745	6000.0	8454.5	DEJU	high twitter
20	Spectrogram 1	1	238.736	238.736425583	238.902153694	0.166	5531.2	6281.2	5812.5	32.5	45.1	54.8	238.736	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	238.736	5272.7	6333.3	FOSP	
21	Spectrogram 1	1	274.785	274.784799726	275.005770539	0.221	5812.5	6750.0	6375.0	26.4	36.6	49.9	274.785	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	274.785	5787.9	6757.6	FOSP	
22	Spectrogram 1	1	294.220	294.220416223	296.126289489	1.906	2437.5	5343.8	4125.0	29.2	49.5	67.5	294.220	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	294.220	2121.2	5666.7	DEJU	
23	Spectrogram 1	1	298.308	298.308376272	300.200438862	1.892	3375.0	5343.8	4125.0	34.4	55.2	72.4	298.308	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	298.308	2697.0	6000.0	DEJU	
24	Spectrogram 1	1	304.730	304.730340537	306.221893528	1.492	3375.0	5156.2	4125.0	33.7	55.1	69.8	304.730	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	304.730	3000.0	5666.7	DEJU	
25	Spectrogram 1	1	309.036	309.036434515	310.527987505	1.492	3375.0	5343.8	4125.0	34.2	55.0	71.4	309.036	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	309.036	2666.7	6181.8	DEJU	
26	Spectrogram 1	1	320.136	320.135955258	320.356926071	0.221	6093.8	6843.8	6375.0	31.2	50.7	54.7	320.136	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	320.136	5939.4	6939.4	FOSP	
27	Spectrogram 1	1	331.017	331.017404461	331.252185950	0.235	6562.5	7687.5	6937.5	28.1	40.9	53.0	331.017	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	331.017	6393.9	7727.3	FOSP	
28	Spectrogram 1	1	357.618	357.617528414	357.810877876	0.193	2906.2	7125.0	5250.0	27.0	42.3	56.7	357.618	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	357.618	2575.8	7363.6	DEJU	
29	Spectrogram 1	1	427.352	427.351636509	427.710714080	0.359	1406.2	4125.0	3281.2	28.8	42.7	59.3	427.352	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	427.352	1242.4	4454.5	PIKA	
30	Spectrogram 1	1	562.416	562.416356076	562.816865675	0.401	2718.8	4593.8	3562.5	30.2	49.0	59.9	562.416	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	562.416	2484.8	4818.2	CAFI	call
31	Spectrogram 1	1	565.165	565.164680568	565.551379492	0.387	2625.0	4500.0	3656.2	30.4	48.1	60.3	565.165	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	565.165	2333.3	4787.9	CAFI	call
33	Spectrogram 1	1	567.002	567.002152736	568.479895051	1.478	3843.8	4500.0	4125.0	30.2	48.5	61.1	567.002	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	567.002	3727.3	4575.8	DEJU	
32	Spectrogram 1	1	567.748	567.747929232	568.093196128	0.345	2718.8	4593.8	4031.2	32.0	48.5	60.9	567.748	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	567.748	2484.8	4727.3	CAFI	call
34	Spectrogram 1	1	570.015	570.015299816	570.471052119	0.456	2437.5	4500.0	3468.8	28.4	42.4	58.9	570.015	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	570.015	2242.4	4666.7	CAFI	call
35	Spectrogram 1	1	571.481	571.480671267	573.110331016	1.630	3750.0	5250.0	4125.0	30.2	49.6	65.4	571.481	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	571.481	3424.2	5515.2	DEJU	
36	Spectrogram 1	1	573.557	573.556511418	574.122749128	0.566	2531.2	4593.8	3562.5	26.2	40.2	57.5	573.557	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	573.557	2393.9	4697.0	CAFI	call
37	Spectrogram 1	1	576.563	576.563362316	576.977682591	0.414	2531.2	3937.5	3468.8	28.1	44.0	56.6	576.563	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	576.563	2393.9	4121.2	PIKA	
38	Spectrogram 1	1	579.845	579.845311547	593.089749678	13.244	2062.5	4593.8	3187.5	26.1	40.8	71.8	579.845	/Users/mary/Desktop/listens_20180309/completed_listens/file5e57fecfb5.wav	file5e57fecfb5.wav	579.845	1909.1	4697.0	PIKA	
