Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	210.874	210.873572576	213.095374142	2.222	3187.5	5062.5	4031.2	27.8	45.0	64.6	210.874	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	210.874	3057.3	5197.5	WCSP	song
2	Spectrogram 1	1	201.649	201.649027592	203.406929331	1.758	3000.0	4593.8	3843.8	27.4	46.8	62.1	201.649	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	201.649	2980.9	4662.4	WCSP	song
3	Spectrogram 1	1	249.399	249.399077688	249.647669853	0.249	2156.2	4312.5	3187.5	29.1	40.8	57.1	249.399	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	249.399	2038.2	4535.0	PIKA	
4	Spectrogram 1	1	250.083	250.082706142	250.349054891	0.266	2156.2	4500.0	3187.5	29.9	42.6	58.6	250.083	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	250.083	2038.2	4687.9	PIKA	
5	Spectrogram 1	1	250.820	250.819604346	251.085953094	0.266	2250.0	4125.0	3187.5	30.3	43.7	57.9	250.820	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	250.820	2114.6	4305.7	PIKA	
6	Spectrogram 1	1	251.601	251.600894008	251.840607881	0.240	2250.0	4125.0	3093.8	29.7	40.4	56.8	251.601	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	251.601	2140.1	4280.3	PIKA	
7	Spectrogram 1	1	252.498	252.497601461	252.719558751	0.222	2625.0	4218.8	3468.8	28.3	40.0	54.2	252.498	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	252.498	2624.2	4382.2	PIKA	
8	Spectrogram 1	1	270.421	270.421335147	270.678805604	0.257	3843.8	4968.8	4312.5	29.1	43.7	54.7	270.421	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	270.421	3719.7	5121.0	UNK1	
9	Spectrogram 1	1	273.280	273.280145046	273.724059627	0.444	3656.2	4875.0	4312.5	27.4	40.7	55.3	273.280	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	273.280	3566.9	5044.6	UNK1	
10	Spectrogram 1	1	267.669	267.669064748	268.299423452	0.630	3281.2	4500.0	3843.8	29.3	42.9	58.8	267.669	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	267.669	3108.3	4586.0	UNK1	
11	Spectrogram 1	1	278.163	278.163170133	279.796775790	1.634	3562.5	4687.5	4218.8	27.7	50.4	61.0	278.163	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	278.163	3414.0	4687.9	WCSP	song
12	Spectrogram 1	1	289.412	289.411629735	291.071870267	1.660	3093.8	4781.2	4125.0	28.5	50.9	63.4	289.412	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	289.412	2980.9	4840.8	WCSP	song
13	Spectrogram 1	1	315.749	315.748652388	316.290228176	0.542	4031.2	4687.5	4312.5	28.7	40.9	54.8	315.749	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	315.749	4025.5	4687.9	WCSP	song first note
14	Spectrogram 1	1	314.710	314.709892270	315.349129266	0.639	2343.8	3843.8	3093.8	27.9	40.7	58.2	314.710	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	314.710	2293.0	4000.0	PIKA	
15	Spectrogram 1	1	316.406	316.405645967	317.426649503	1.021	2625.0	4031.2	3375.0	28.3	41.0	60.4	316.406	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	316.406	2624.2	4203.8	PIKA	
16	Spectrogram 1	1	324.122	324.122176473	330.026240394	5.904	3562.5	4218.8	3937.5	31.4	48.2	68.8	324.122	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	324.122	3414.0	4382.2	AMPI	
17	Spectrogram 1	1	321.547	321.547471905	322.479692524	0.932	3468.8	4312.5	3937.5	29.0	43.9	58.8	321.547	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	321.547	3439.5	4407.6	AMPI	
18	Spectrogram 1	1	364.146	364.145986168	364.501117833	0.355	2531.2	3750.0	3187.5	28.4	40.5	55.3	364.146	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	364.146	2471.3	3847.1	PIKA	
19	Spectrogram 1	1	367.671	367.670667938	368.061312769	0.391	2062.5	4312.5	3281.2	29.3	44.2	59.2	367.671	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	367.671	2012.7	4509.6	PIKA	
20	Spectrogram 1	1	372.129	372.129351907	386.480631773	14.351	2062.5	3843.8	2906.2	28.4	47.8	72.9	372.129	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	372.129	2012.7	4000.0	PIKA	
21	Spectrogram 1	1	388.392	388.392274476	389.158178301	0.766	2156.2	4031.2	3093.8	29.2	47.3	61.4	388.392	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	388.392	2012.7	4152.9	PIKA	
22	Spectrogram 1	1	446.197	446.197011608	449.524298716	3.327	5531.2	7781.2	6468.8	28.7	48.5	68.2	446.197	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	446.197	5299.4	8025.5	WCSP	*agitated or AMPI
23	Spectrogram 1	1	452.004	452.004470056	453.373052300	1.369	6000.0	7218.8	6562.5	26.9	43.2	59.5	452.004	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	452.004	5936.3	7235.7	WCSP	*agitated or AMPI
24	Spectrogram 1	1	480.145	480.144661609	482.768823894	2.624	3562.5	4406.2	3937.5	29.2	47.0	63.9	480.145	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	480.145	3465.0	4560.5	AMPI	
25	Spectrogram 1	1	486.686	486.686233621	489.184837903	2.499	3656.2	5250.0	4125.0	29.2	47.8	66.4	486.686	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	486.686	3439.5	5452.2	AMPI	
26	Spectrogram 1	1	490.774	490.773999495	493.498608184	2.725	3750.0	6843.8	5156.2	27.3	48.2	67.0	490.774	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	490.774	3592.4	7031.8	AMPI	*
27	Spectrogram 1	1	505.865	505.864506289	506.555075311	0.691	5812.5	7218.8	6562.5	26.9	39.4	57.1	505.865	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	505.865	5808.9	7286.6	AMPI	*chatter
28	Spectrogram 1	1	507.999	507.998992358	508.438445373	0.439	3562.5	4687.5	4125.0	28.8	43.9	56.2	507.999	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	507.999	3515.9	4713.4	UNK1	
29	Spectrogram 1	1	510.326	510.326105314	511.795133961	1.469	3750.0	5156.2	4406.2	26.6	39.0	60.3	510.326	/Users/mary/Desktop/listens_20180309/file5e57510803fc.wav	file5e57510803fc.wav	510.326	3719.7	5324.8	UNK1	
