Selection	View	Channel	Begin Clock Time	Begin Time (s)	End Time (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Center Freq (Hz)	Avg Power (dB)	Max Power (dB)	Energy (dB)	Begin Date Time	Begin Path	Begin File	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	ID	NOTES
1	Spectrogram 1	1	30.222	30.221598806	30.635919081	0.414	4125.0	5343.8	4781.2	31.1	48.0	59.0	30.222	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	30.222	3939.4	5454.5	UNK1	whippy call - squirrel?
2	Spectrogram 1	1	75.821	75.821438019	80.406582398	4.585	1968.8	10968.8	7406.2	26.4	39.4	72.9	75.821	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	75.821	1413.0	11220.0	background	1413-11220
3	Spectrogram 1	1	171.747	171.746984790	172.092251686	0.345	4218.8	5343.8	4781.2	27.9	40.8	54.2	171.747	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	171.747	4181.8	5424.2	ROWR	
4	Spectrogram 1	1	177.062	177.061912212	177.476232487	0.414	4406.2	5718.8	4968.8	27.3	44.2	55.2	177.062	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	177.062	4272.7	5757.6	ROWR	
5	Spectrogram 1	1	178.194	178.194387631	178.581086554	0.387	4125.0	5156.2	4593.8	28.2	39.5	55.2	178.194	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	178.194	3969.7	5272.7	ROWR	
6	Spectrogram 1	1	183.990	183.990356620	184.321812840	0.331	3562.5	5250.0	4593.8	27.7	43.5	55.8	183.990	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	183.990	3393.9	5424.2	ROWR	
7	Spectrogram 1	1	203.217	203.217308145	204.764103839	1.547	2062.5	3000.0	2531.2	26.9	37.4	58.9	203.217	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	203.217	2030.3	3030.3	CLNU	very faint
8	Spectrogram 1	1	207.045	207.045285099	208.578270117	1.533	1781.2	3093.8	2437.5	27.1	37.9	60.7	207.045	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	207.045	1757.6	3272.7	CLNU	
9	Spectrogram 1	1	211.942	211.942064475	212.770705025	0.829	2062.5	2906.2	2437.5	28.6	38.4	57.9	211.942	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	211.942	2060.6	3090.9	CLNU	
10	Spectrogram 1	1	216.160	216.160301706	217.016563608	0.856	1968.8	3562.5	2531.2	27.3	38.6	59.1	216.160	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	216.160	1909.1	3666.7	CLNU	
11	Spectrogram 1	1	220.698	220.698434291	221.665181600	0.967	1968.8	3000.0	2437.5	27.3	38.7	58.1	220.698	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	220.698	1909.1	3121.2	CLNU	
12	Spectrogram 1	1	225.021	225.021376496	226.250526646	1.229	1968.8	3187.5	2437.5	26.6	37.2	58.9	225.021	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	225.021	1878.8	3333.3	CLNU	
13	Spectrogram 1	1	235.636	235.636309580	237.127862571	1.492	1687.5	3187.5	2437.5	26.6	36.7	60.6	235.636	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	235.636	1606.1	3333.3	CLNU	
14	Spectrogram 1	1	243.503	243.503177383	244.608031450	1.105	1781.2	2906.2	2343.8	26.9	36.5	58.2	243.503	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	243.503	1727.3	2969.7	CLNU	
15	Spectrogram 1	1	269.172	269.172089923	269.517356819	0.345	3562.5	4781.2	4125.0	26.4	38.1	52.9	269.172	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	269.172	3484.8	4818.2	DEJU	
16	Spectrogram 1	1	318.279	318.279393203	318.569417395	0.290	5437.5	7312.5	6093.8	28.4	49.5	56.5	318.279	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	318.279	5242.4	7424.2	DEJU	
17	Spectrogram 1	1	322.879	322.878851437	323.196496981	0.318	6187.5	7031.2	6468.8	32.8	49.2	58.4	322.879	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	322.879	6060.6	7181.8	DEJU	
18	Spectrogram 1	1	344.087	344.087004955	344.418461175	0.331	6187.5	7875.0	6375.0	34.2	57.0	63.2	344.087	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	344.087	5818.2	8272.7	DEJU	
19	Spectrogram 1	1	344.860	344.860402802	345.371397808	0.511	6281.2	7875.0	6843.8	28.4	46.3	58.2	344.860	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	344.860	6181.8	7969.7	DEJU	
20	Spectrogram 1	1	350.044	350.043999094	350.403076666	0.359	6562.5	10312.5	8250.0	30.6	48.6	62.5	350.044	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	350.044	6212.1	10515.2	DEJU	
21	Spectrogram 1	1	349.353	349.353465302	349.753974901	0.401	6281.2	8062.5	7125.0	28.4	48.5	57.5	349.353	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	349.353	6121.2	8242.4	DEJU	
22	Spectrogram 1	1	358.238	358.237930932	358.348416339	0.110	6843.8	7687.5	7125.0	32.7	50.3	53.7	358.238	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	358.238	6697.0	7818.2	DEJU	
23	Spectrogram 1	1	359.536	359.536134461	359.660430544	0.124	7031.2	9281.2	7218.8	37.0	58.3	62.7	359.536	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	359.536	6757.6	9818.2	DEJU	
24	Spectrogram 1	1	362.366	362.365640512	362.918067545	0.552	5156.2	8437.5	6843.8	28.9	48.4	62.2	362.366	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	362.366	4818.2	8666.7	DEJU	
25	Spectrogram 1	1	369.803	369.802784142	369.913269548	0.110	7031.2	8343.8	7406.2	36.4	53.8	60.6	369.803	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	369.803	6545.5	8969.7	DEJU	
26	Spectrogram 1	1	370.562	370.562371313	370.921448885	0.359	6937.5	9093.8	7687.5	32.8	56.9	63.0	370.562	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	370.562	6575.8	9515.2	DEJU	
27	Spectrogram 1	1	395.171	395.171338198	395.558037122	0.387	3562.5	5625.0	4875.0	29.8	52.7	60.2	395.171	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	395.171	3181.8	5909.1	ROWR	
28	Spectrogram 1	1	396.994	396.994347409	397.408667684	0.414	4125.0	5250.0	4593.8	37.7	61.2	67.1	396.994	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	396.994	3636.4	5697.0	ROWR	
29	Spectrogram 1	1	398.942	398.941652703	399.411215681	0.470	4031.2	5812.5	4875.0	27.1	47.2	57.0	398.942	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	398.942	3909.1	5969.7	ROWR	
30	Spectrogram 1	1	455.324	455.324482298	455.669749194	0.345	2062.5	3562.5	2718.8	27.1	39.8	55.0	455.324	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	455.324	1909.1	3666.7	PIKA	
31	Spectrogram 1	1	517.897	517.897460895	518.242727791	0.345	4312.5	5437.5	4875.0	29.1	45.0	56.0	517.897	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	517.897	4151.5	5545.5	ROWR	
32	Spectrogram 1	1	519.168	519.168043073	519.540931320	0.373	4125.0	5625.0	4968.8	30.4	47.6	58.5	519.168	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	519.168	4000.0	5727.3	ROWR	
33	Spectrogram 1	1	520.632	520.631974712	521.046294987	0.414	4218.8	5343.8	4593.8	32.7	50.7	61.3	520.632	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	520.632	3939.4	5787.9	ROWR	
34	Spectrogram 1	1	521.958	521.957799593	522.316877164	0.359	4312.5	5343.8	5062.5	33.0	50.9	60.0	521.958	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	521.958	4151.5	5606.1	ROWR	
35	Spectrogram 1	1	583.398	583.398464444	585.663415282	2.265	1968.8	10968.8	7500.0	26.5	38.4	69.9	583.398	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	583.398	1413.0	11220.0	background	1413-11220
39	Spectrogram 1	1	180.083	180.083452805	180.332044971	0.249	4125.0	5250.0	4687.5	26.6	36.9	51.5	180.083	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	180.083	4055.0	5257.4	ROWR	
40	Spectrogram 1	1	181.211	181.210995840	181.495101172	0.284	4781.2	5718.8	5156.2	26.4	37.7	51.4	181.211	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	181.211	4668.0	5728.9	ROWR	
43	Spectrogram 1	1	373.073	373.072533646	373.409908728	0.337	5343.8	6750.0	6093.8	27.2	43.2	54.5	373.073	/Users/mary/Desktop/listens_20180309/completed_listens/file5e571c600fd4.wav	file5e571c600fd4.wav	373.073	5163.1	6766.2	DEJU	
