"","lake","round","location","direction","date_in","time_in","date_out","time_out","daysin","mayfly","fish","basin","lake_fish"
"181","WRIGHT1","3","X","N",2015-08-17 15:14:00,"15:14",2015-09-03 13:30:00,"13:30",17,0,"fishless","WRIGHT","WRIGHT fishless"
"182","WRIGHT1","3","X","S",2015-08-17 15:14:00,"15:14",2015-09-03 13:30:00,"13:30",17,0,"fishless","WRIGHT","WRIGHT fishless"
"183","WRIGHT1","3","X","E",2015-08-17 15:14:00,"15:14",2015-09-03 13:30:00,"13:30",17,0,"fishless","WRIGHT","WRIGHT fishless"
"184","WRIGHT1","3","X","W",2015-08-17 15:14:00,"15:14",2015-09-03 13:30:00,"13:30",17,0,"fishless","WRIGHT","WRIGHT fishless"
"185","WRIGHT2","3","SM","N",2015-08-17 13:21:00,"13:21",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"186","WRIGHT2","3","SM","S",2015-08-17 13:21:00,"13:21",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"187","WRIGHT2","3","SM","E",2015-08-17 13:21:00,"13:21",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"188","WRIGHT2","3","SM","W",2015-08-17 13:21:00,"13:21",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"189","WRIGHT2","3","X","N",2015-08-17 13:04:00,"13:04",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"190","WRIGHT2","3","X","S",2015-08-17 13:04:00,"13:04",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"191","WRIGHT2","3","X","E",2015-08-17 13:04:00,"13:04",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"192","WRIGHT2","3","X","W",2015-08-17 13:04:00,"13:04",2015-09-03 15:00:00,"15:00",17,0,"fish","WRIGHT","WRIGHT fish"
"193","UPKERN1","3","SM","N",2015-08-14 10:39:00,"10:39",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"194","UPKERN1","3","SM","S",2015-08-14 10:39:00,"10:39",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"195","UPKERN1","3","SM","E",2015-08-14 10:39:00,"10:39",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"196","UPKERN1","3","SM","W",2015-08-14 10:39:00,"10:39",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"197","UPKERN1","3","X","N",2015-08-14 10:32:00,"10:32",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"198","UPKERN1","3","X","S",2015-08-14 10:32:00,"10:32",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"199","UPKERN1","3","X","E",2015-08-14 10:32:00,"10:32",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"200","UPKERN1","3","X","W",2015-08-14 10:32:00,"10:32",2015-09-05 10:30:00,"10:30",22,0,"fishless","UPKERN","UPKERN fishless"
"201","UPKERN2","3","SM","N",2015-08-14 09:30:00,"9:30",2015-09-05 11:08:00,"11:08",22,0,"fish","UPKERN","UPKERN fish"
"202","UPKERN2","3","SM","S",2015-08-14 09:30:00,"9:30",2015-09-05 11:08:00,"11:08",22,0,"fish","UPKERN","UPKERN fish"
"203","UPKERN2","3","SM","E",2015-08-14 09:30:00,"9:30",2015-09-05 11:08:00,"11:08",22,0,"fish","UPKERN","UPKERN fish"
"204","UPKERN2","3","SM","W",2015-08-14 09:30:00,"9:30",2015-09-05 11:08:00,"11:08",22,0,"fish","UPKERN","UPKERN fish"
"205","UPKERN2","3","X","N",2015-08-14 09:32:00,"9:32",2015-09-05 11:15:00,"11:15",22,0,"fish","UPKERN","UPKERN fish"
"206","UPKERN2","3","X","S",2015-08-14 09:32:00,"9:32",2015-09-05 11:15:00,"11:15",22,0,"fish","UPKERN","UPKERN fish"
"207","UPKERN2","3","X","E",2015-08-14 09:32:00,"9:32",2015-09-05 11:15:00,"11:15",22,0,"fish","UPKERN","UPKERN fish"
"208","UPKERN2","3","X","W",2015-08-14 09:32:00,"9:32",2015-09-05 11:15:00,"11:15",22,0,"fish","UPKERN","UPKERN fish"
"209","AMPHIT1","3","SM","N",2015-08-03 11:50:00,"11:50",2015-09-16 16:48:00,"16:48",44,0,"fishless","AMPHIT","AMPHIT fishless"
"210","AMPHIT1","3","SM","S",2015-08-03 11:50:00,"11:50",2015-09-16 16:48:00,"16:48",44,0,"fishless","AMPHIT","AMPHIT fishless"
"211","AMPHIT1","3","SM","E",2015-08-03 11:50:00,"11:50",2015-09-16 16:48:00,"16:48",44,0,"fishless","AMPHIT","AMPHIT fishless"
"212","AMPHIT1","3","SM","W",2015-08-03 11:50:00,"11:50",2015-09-16 16:48:00,"16:48",44,0,"fishless","AMPHIT","AMPHIT fishless"
"213","AMPHIT1","3","X","N",2015-08-03 12:57:00,"12:57",2015-09-16 16:27:00,"16:27",44,0,"fishless","AMPHIT","AMPHIT fishless"
"214","AMPHIT1","3","X","S",2015-08-03 12:57:00,"12:57",2015-09-16 16:27:00,"16:27",44,1,"fishless","AMPHIT","AMPHIT fishless"
"215","AMPHIT1","3","X","E",2015-08-03 12:57:00,"12:57",2015-09-16 16:27:00,"16:27",44,0,"fishless","AMPHIT","AMPHIT fishless"
"216","AMPHIT1","3","X","W",2015-08-03 12:57:00,"12:57",2015-09-16 16:27:00,"16:27",44,1,"fishless","AMPHIT","AMPHIT fishless"
"217","AMPHIT2","3","SM","N",2015-08-03 15:30:00,"15:30",2015-09-16 10:07:00,"10:07",44,0,"fish","AMPHIT","AMPHIT fish"
"218","AMPHIT2","3","SM","S",2015-08-03 15:30:00,"15:30",2015-09-16 10:07:00,"10:07",44,0,"fish","AMPHIT","AMPHIT fish"
"219","AMPHIT2","3","SM","E",2015-08-03 15:30:00,"15:30",2015-09-16 10:07:00,"10:07",44,0,"fish","AMPHIT","AMPHIT fish"
"220","AMPHIT2","3","SM","W",2015-08-03 15:30:00,"15:30",2015-09-16 10:07:00,"10:07",44,0,"fish","AMPHIT","AMPHIT fish"
"221","AMPHIT2","3","X","N",2015-08-03 14:45:00,"14:45",2015-09-27 18:00:00,"18:00",55,0,"fish","AMPHIT","AMPHIT fish"
"222","AMPHIT2","3","X","S",2015-08-03 14:45:00,"14:45",2015-09-27 18:00:00,"18:00",55,0,"fish","AMPHIT","AMPHIT fish"
"223","AMPHIT2","3","X","E",2015-08-03 14:45:00,"14:45",2015-09-27 18:00:00,"18:00",55,0,"fish","AMPHIT","AMPHIT fish"
"224","AMPHIT2","3","X","W",2015-08-03 14:45:00,"14:45",2015-09-27 18:00:00,"18:00",55,0,"fish","AMPHIT","AMPHIT fish"
"225","CENTER1","3","SM","N",2015-08-12 16:59:00,"16:59",2015-09-03 09:02:00,"9:02",22,0,"fishless","CENTER","CENTER fishless"
"226","CENTER1","3","SM","S",2015-08-12 16:59:00,"16:59",2015-09-03 09:02:00,"9:02",22,0,"fishless","CENTER","CENTER fishless"
"227","CENTER1","3","SM","E",2015-08-12 16:59:00,"16:59",2015-09-03 09:02:00,"9:02",22,0,"fishless","CENTER","CENTER fishless"
"228","CENTER1","3","SM","W",2015-08-12 16:59:00,"16:59",2015-09-03 09:02:00,"9:02",22,0,"fishless","CENTER","CENTER fishless"
"229","CENTER1","3","X","N",2015-08-12 17:23:00,"17:23",2015-09-03 09:47:00,"9:47",22,0,"fishless","CENTER","CENTER fishless"
"230","CENTER1","3","X","S",2015-08-12 17:23:00,"17:23",2015-09-03 09:47:00,"9:47",22,0,"fishless","CENTER","CENTER fishless"
"231","CENTER1","3","X","E",2015-08-12 17:23:00,"17:23",2015-09-03 09:47:00,"9:47",22,1,"fishless","CENTER","CENTER fishless"
"232","CENTER1","3","X","W",2015-08-12 17:23:00,"17:23",2015-09-03 09:47:00,"9:47",22,0,"fishless","CENTER","CENTER fishless"
"233","CENTER2","3","SM","N",2015-08-12 16:00:00,"16:00",2015-09-03 10:37:00,"10:37",22,0,"fish","CENTER","CENTER fish"
"234","CENTER2","3","SM","S",2015-08-12 16:00:00,"16:00",2015-09-03 10:37:00,"10:37",22,0,"fish","CENTER","CENTER fish"
"235","CENTER2","3","SM","E",2015-08-12 16:00:00,"16:00",2015-09-03 10:37:00,"10:37",22,0,"fish","CENTER","CENTER fish"
"236","CENTER2","3","SM","W",2015-08-12 16:00:00,"16:00",2015-09-03 10:37:00,"10:37",22,0,"fish","CENTER","CENTER fish"
"237","CENTER2","3","X","N",2015-08-12 16:42:00,"16:42",2015-09-03 10:23:00,"10:23",22,0,"fish","CENTER","CENTER fish"
"238","CENTER2","3","X","S",2015-08-12 16:42:00,"16:42",2015-09-03 10:23:00,"10:23",22,0,"fish","CENTER","CENTER fish"
"239","CENTER2","3","X","E",2015-08-12 16:42:00,"16:42",2015-09-03 10:23:00,"10:23",22,0,"fish","CENTER","CENTER fish"
"240","CENTER2","3","X","W",2015-08-12 16:42:00,"16:42",2015-09-03 10:23:00,"10:23",22,0,"fish","CENTER","CENTER fish"
