YEAR,BASIN,LOCATION,FISH,DATE,VISIT,POINT,TIME,AIR,SUN,WIND,SPECIES,DETECT,DISTANCE,DOUBLECOUNT,FLYCATCH,LAST3,OBS,SM_TEMP
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,WCSP,S,65,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,WCSP,S,190,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,GCRF,V,30,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,GCRF,V,30,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,DEJU,S,69,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,WCSP,S,270,,,,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,GCRF,C,260,,,Y,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,DEJU,S,170,,,Y,,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,ROWR,S,300,,,Y,ACROSS LAKE,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,AMPI,V,19,,,Y,INSECT IN BILL,12.7
2015,BARRET,BARRET2,2,7/4/15,2,1,824,12,0,2,AMPI,C,>300,,,Y,ACROSS LAKE,12.7
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),WCSP,S,39,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),WCSP,S,60,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),GCRF,V,11,1,,,FORAGING IN GRASS,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),GCRF,V,11,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),GCRF,V,11,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),GCRF,V,11,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),GCRF,V,35,1,,,"MALE DISPLAYING WITH WINGS, POSSIBLE COPULATION",ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),AMPI,V,41,,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,2,913,13,0,1(2),AMPI,V,36,,,,FLEDGLING?,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,WCSP,S,150,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,37,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,37,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,37,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,WCSP,S,55,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,15,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,20,2,,Y,,ND
2015,BARRET,BARRET2,2,7/4/15,2,3,930,13,0,1,GCRF,V,20,2,,Y,,ND
2015,BARRET,BARRET2,2,7/4/15,2,4,945,15,0,2,GCRF,C,40,3,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,4,945,15,0,2,WCSP,S,250,2,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,GCRF,V,4,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,GCRF,V,8,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,GCRF,V,8,1,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,ROWR,S,81,,,,NEAR OUTLET,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,ROWR,S,14,,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,GCRF,V,FO,3,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,GCRF,V,FO,3,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,WCSP,S,400,,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,ROWR,S,285,,,,,ND
2015,BARRET,BARRET2,2,7/4/15,2,5,1003,15,0,2,AMPI,C,310,,,Y,,ND
2015,AMPHIT,AMPHIT2,2,7/6/15,2,5,712,8,1,0,WCSP,C,17,,,,PAIR WITH WCSP BELOW-- NEST OR FLEDGLINGS NEARBY?,12
2015,AMPHIT,AMPHIT2,2,7/6/15,2,5,712,8,1,0,CLNU,C,>300,,,,ON N SIDE OF LAKE,12
2015,AMPHIT,AMPHIT2,2,7/6/15,2,5,712,8,1,0,WCSP,C,20,,,,PAIR WITH WCSP ABOVE-- BOTH CHIPPING,12
2015,AMPHIT,AMPHIT2,2,7/6/15,2,5,712,8,1,0,WCSP,V,24,,,,,12
2015,AMPHIT,AMPHIT2,2,7/6/15,2,5,712,8,1,0,HETH,S,>300,,,,UPSLOPE,12
2015,AMPHIT,AMPHIT2,2,7/6/15,2,4,735,8,0,0,CLNU,C,>300,5,,,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,4,735,8,0,0,WCSP,S,190,5,,,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,4,735,8,0,0,WCSP,S,68,,,,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,4,735,8,0,0,HETH,S,>300,5,,Y,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,DEJU,S,88,,,,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,ROWR,S,>300,,,,OPPOSITE SHORE,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,WIWA,C,59,,,,IN WILLOWS BY INLET-- NF LATER,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,WCSP,C,53,,,,IN WILLOWS BY INLET,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,WCSP,C,53,,,,IN WILLOWS BY INLET,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,3,819,8,1,0,CLNU,C,>300,4,,,,23.4
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,DEJU,S,80,,,,TOWARD POINT 2,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,HETH,S,>300,,,,UPPER PART OF BASIN,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,HETH,S,>300,,,,UPPER PART OF BASIN,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,WCSP,S,130,3,,,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,CLNU,C,>300,,,,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,DEJU,S,200,3,,,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,ROWR,S,>300,,,,ACROSS LAKE,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,GCRF,V,8,,,,1 FLEDGLING-- FORAGE UNDER TREE,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,GCRF,V,8,,,,FORAGE UNDER TREE,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,GCRF,V,FO,,,,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,HETH,S,>300,,,,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,DEJU,S,9,,,,IN CAMP TREE,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,DUFL,S,78,,,Y,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,1,839,11,1,1.5,MOCH,C,105,,,Y,,33.1
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,ROWR,S,105,1,,,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,DEJU,S,49,1,,,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,DEJU,C,115,,,,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,CLNU,C,160,1,,,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,CLNU,C,160,3,,,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,RUHU,V,FO,,,Y,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,RUHU,V,FO,,,Y,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,ROWR,S,96,,,Y,CS W/ FIRST ROWR,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,WCSP,S,30,,,Y,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,WIWA,S,69,,,Y,,32.2
2015,AMPHIT,AMPHIT2,2,7/6/15,2,2,900,11,1,2,CAFI,S,90,,,Y,,32.2
2015,AMPHIT,AMPHIT1,1,7/7/15,2,4,748,1,0,0,GCRF,V,94,,,,,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,AMPI,V,7,,,,HUGE FOOD CARRY- INSECTS! FLEW TOWARD POINT 4,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,GCRF,V,179,,,,FORAGING BY POINT 4,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,GCRF,V,179,,,,FORAGING BY POINT 4,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,GCRF,V,179,,,,FORAGING BY POINT 4,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,GCRF,C,9,,,,,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,3,805,1,1,0,AMPI,C,105,,,,PEW PEW ALARM CALLS,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,GCRF,C,26,3,,,"BUCCAL POUCH FULL, CARRIED NORTH OF LAKE",ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,GCRF,C,26,3,,,"BUCCAL POUCH FULL, CARRIED NORTH OF LAKE",ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,AMPI,C,20,3,,,"SINGLE CALLS, REPEATED CIRCULAR FLIGHTS",ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,GCRF,V,220,3,,Y,,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,DEJU,S,228,,,Y,,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,2,828,7,0,0,AMPI,C,31,,,Y,CALLING WITH AMPI ABOVE,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),WCSP,V,78,,,,FOOD CARRY TO TREE ON EAST RIDGE-- INSECTS,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),WCSP,V,336,,,,,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),GCRF,V,19,3,,,FORAGING ON LAKE,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),GCRF,V,19,3,,,FORAGING ON LAKE,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),GCRF,V,19,3,,,FORAGING ON LAKE,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),ROWR,S,13,,,,FC OVER N RIDGE-- INSECTS,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),ROWR,V,112,,,Y,PAIR,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),ROWR,V,112,,,Y,PAIR,ND
2015,AMPHIT,AMPHIT1,1,7/7/15,2,1,855,7,1,2(3),GCRF,V,97,3,,,,ND
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,XXHU,C,40,,,,,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,WCSP,C,29,,,,CALLING WITH WCSP BELOW,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,WCSP,C,26,,,,CALLING WITH WCSP ABOVE,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,CLNU,C,65,,,,,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,ROWR,V,32,,,,FLEW TOWARD OUTLET,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,DEJU,V,38,,,,PAIR,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,DEJU,V,38,,,,PAIR,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,CLNU,C,20,,,,,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,FOSP,S,51,,,Y,BY OUTLET,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,ROWR,V,53,,,Y,PAIR,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,ROWR,V,53,,,Y,PAIR,4.4
2015,CENTER,CENTER1,1,7/17/15,4,1,727,-2,0,0,DEJU,S,51,,,Y,,4.4
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,CLNU,C,99,1,,,,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,DEJU,S,21,,,,,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,DEJU,V,17,,,,PARENT W/ OFFSPRING?,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,DEJU,V,16,,,,PARENT W/ OFFSPRING?,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,WCSP,S,86,,,,,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,WCSP,V,13,,,,,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,DEJU,S,61,,,,PARENT W/ OFFSPRING,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,DEJU,V,61,,,,PARENT W/ OFFSPRING,7.2
2015,CENTER,CENTER1,1,7/17/15,4,2,802,5,1,0,CLNU,V,48,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),DUFL,C,75,,,,TOWARD SM,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),GCRF,C,95,,,,ACROSS INLET,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),WCSP,C,9,,,,ALARM CALLING FOR MINUTES,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),WCSP,C,31,,,,,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),ROWR,S,160,,,,,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),GCRF,C,FO,,,Y,,6.7
2015,CENTER,CENTER2,2,7/18/15,4,2,723,4,0,3(4),AMPI,C,102,,,Y,,6.7
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,DEJU,C,13,,,,BEHIND SM TREE,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,WCSP,V,14,,,,FORAGING IN WET MEADOW/INLET STREAM,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,WCSP,V,38,,,,FORAGING IN WET MEADOW/INLET STREAM,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,DEJU,C,29,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,CLNU,C,215,,,,W SIDE OF LAKE (SUN),7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,GCRF,V,FO,,,,FROM WEST SIDE,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,GCRF,V,FO,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,GCRF,V,FO,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,GCRF,V,FO,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,GCRF,V,FO,,,,,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,WIWA,V,27,,,Y,FLEW QUICKLY-- CONFIRMED WIWA MALE BY SIGHT POST-COUNT,7.2
2015,CENTER,CENTER2,2,7/18/15,4,1,743,9,0,4,DUFL,C,75,,,Y,IN WOODS TO NORTH,7.2
2015,CENTER,CENTER2,2,7/18/15,4,3,810,9,1,4(5),DEJU,V,59,,,,,9.2
2015,CENTER,CENTER2,2,7/18/15,4,3,810,9,1,4(5),DEJU,V,59,,,,,9.2
2015,CENTER,CENTER2,2,7/18/15,4,3,810,9,1,4(5),MOCH,C,59,,,Y,,9.2
2015,CENTER,CENTER2,2,7/18/15,4,3,810,9,1,4(5),YRWA,V,75,,,,,9.2
2015,CENTER,CENTER2,2,7/18/15,4,3,810,9,1,4(5),MOCH,C,88,,,Y,,9.2
2015,CENTER,CENTER2,2,7/18/15,4,4,827,10,1,4,ROWR,S,41,,,,UP ON TALUS BELOW CENTER PEAK,10.5
2015,CENTER,CENTER2,2,7/18/15,4,4,827,10,1,4,AMPI,C,61,,,Y,ON TALUS TO WEST,10.5
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,C,61,,,,BEGGING FLEDGLING,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,61,,,,ADULT-- FORAGING ON SHORELINE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,39,,Y,,GROUP ACROSS LAKE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,39,,,,GROUP ACROSS LAKE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,39,,,,GROUP ACROSS LAKE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,39,,,,GROUP ACROSS LAKE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,GCRF,V,39,,,,GROUP ACROSS LAKE,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,XXXX,V,101,,,,HIDDEN IN OUTLET WILLOWS,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,1,915,12,1,0,ROWR,C,72,,,Y,,32.7
2015,WRIGHT,WRIGHT1,1,7/22/15,2,2,938,,,1,WCSP,V,9,,,,FLUSHED FROM WILLOW,30.3
2015,WRIGHT,WRIGHT1,1,7/22/15,2,2,938,,,1,WCSP,V,9,,,,FLUSHED FROM WILLOW,30.3
2015,WRIGHT,WRIGHT1,1,7/22/15,2,2,938,,,1,WCSP,V,9,,,,FLUSHED FROM WILLOW,30.3
2015,WRIGHT,WRIGHT1,1,7/22/15,2,2,938,,,1,XXXX,V,51,,,,IN WILLOW AT WATERFALL,30.3
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,CLNU,C,89,,,,,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,GCRF,C,180,,,,GCRF BEGGING CALL ACROSS LAKE,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,NOFL,C,172,,,,ACROSS LAKE-- CLEAR! CALL,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,NOFL,C,205,,,,WIK WIK CALL,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,DUFL,V,71,,,,FC-- LANDED ON NORTH SHORE LOOKING FOR FLEDGLING?,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,DEJU,V,72,,,,FORAGING ON GRASS NEAR SHORE,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,GCRF,C,165,,,Y,,25.4
2015,WRIGHT,WRIGHT2,2,7/22/15,2,1,824,7,1,0,ROWR,S,137,,,Y,SANG AFTER COUNTS,25.4
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,MOBL,S,78,,,,ADULT,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,MOBL,V,78,,,,JUV OR FEMALE,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,ROWR,S,131,,,,,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,GCRF,C,200,,,,,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,AMPI,V,53,,,,ON SHORE,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,AMPI,C,105,,,,FLEDGLINGS WITH AMPI ABOVE,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,AMPI,C,105,,,,FLEDGLINGS WITH AMPI ABOVE,14.3
2015,UPKERN,UPKERN1,1,7/21/15,2,1,751,,0,3,GCRF,C,9,,,Y,FLEW OVER MIC,14.3
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,WCSP,C,21,,,,INCESSANT CALLING FROM WILLOW BY INLET STREAM,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,WCSP,V,21,,,,FLEDGLING FED BY WCSP ABOVE,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,WCSP,C,30,,,,FORAGING ON GRASSY SHORE,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,CLNU,C,155,,,,,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,AMPI,V,16,,,,FC,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,MOBL,S,41,,,,DC FROM UPKERN1,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,MOBL,V,41,,,,DC FROM UPKERN1,26.2
2015,UPKERN,UPKERN2,2,7/21/15,2,1,908,,1,4,ROWR,C,88,,,Y,,26.2
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,WCSP,C,30,,,,FORAGING,3.4
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,WCSP,C,80,,,,CALLING BACK TO FIRST WCSP,3.4
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,AMPI,V,75,,,,FLEW OVER LAKE,3.4
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,AMPI,V,75,,,,FLEW OVER LAKE,3.4
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,ROWR,S,80,,,,,3.4
2015,UPKERN,UPKERN2,2,6/22/15,1,1,637,3,0,0,ROWR,S,150,,,,,3.4
2016,center,center2,2,6/7/16,1,1,703,,0,2,amro,s,200,2,,,,ND
2016,center,center2,2,6/7/16,1,1,703,,0,2,dufl,v,fo,,,,flew past and landed,ND
2016,center,center2,2,6/7/16,1,1,703,,0,2,ampi,c ,300,,,,across lake,ND
2016,center,center2,2,6/7/16,1,1,703,,0,2,wcsp,v,48,,,y,forage on wetlands near lake,ND
2016,center,center2,2,6/7/16,1,1,703,,0,2,wcsp,v,45,,,y,contact call with other wcsp,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,wiwa,s,50,,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,amro,c ,91,3,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,amro,v,91,,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,amro,v,91,,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,heth,s,90,,,,heard call first,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,deju,s ,110,,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,dufl,s,89,,,,,ND
2016,center,center2,2,6/7/16,1,2,641,,0,0,ampi,c ,fo,,,y,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,deju,s,61,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,wcsp,c,10,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,dufl,s,21,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,clnu,v,51,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,heth,s,79,,,,called first,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,fosp,s,83,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,amro,s,69,,,,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,heth,s,200,,,y,,ND
2016,center,center2,2,6/7/16,1,3,621,,0,1,amro,s,80,,,y,,ND
2016,center,center1,1,6/7/16,1,1,903,,1,0,xxxx,s,200,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,fosp,s,190,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,v,20,,,,foraging on shore,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,c,250,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,c,300,2,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,c ,300,2,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,dufl,s,150,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,c,65,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,clnu,c,40,,,,,23.7
2016,center,center1,1,6/7/16,1,1,903,,1,0,heth,s,300,,,y,,23.7
2016,center,center1,1,6/7/16,1,2,844,,1,0,clnu,c,300,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,clnu,c,300,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,clnu,c,300,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,clnu,c,300,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,wcsp,s,200,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,deju,s,115,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,fosp,s,210,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,yrwa,s,200,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,deju,v,70,,,,flying through woods,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,clnu,v,95,,,,flew away,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,deju,s,81,,,,,20.1
2016,center,center1,1,6/7/16,1,2,844,,1,0,deju,s,115,,,y,,20.1
2016,center,center1,1,7/5/16,2,1,759,9,1,0,fosp,s,21,,,,,16.6
2016,center,center1,1,7/5/16,2,1,759,9,1,0,clnu,c,19,,,,,16.6
2016,center,center1,1,7/5/16,2,1,759,9,1,0,wcsp,s,18,,,,then flew to forage on opposite shore ~ 50m from outlet,16.6
2016,center,center1,1,7/5/16,2,1,759,9,1,0,deju,s,150,,,,by outlet,16.6
